Name,Education
Wang Chou-hsiong,"Master of Arts/Science, National Central University; Bachelor of Business Administration, National Taiwan University"
Wang Minwen,
Weng Xianding,
Michael Xie,"Master of Science, Tsinghua University; Master of Science, University of Manitoba"
Yuan Fugen & family,
Zhao Fenggang,
Zhou Zongwen & family,
S. Daniel Abraham,"Diploma, High School"
Isak Andic & family,
Roberto Angelini Rossi,"Bachelor of Arts/Science, Pontificia Universidad de Chile"
Masaaki Arai,
George Argyros & family,"Bachelor of Arts/Science, Chapman University"
Pavel Baudis,
Anne Beaufour,
Henri Beaufour,
Brett Blundy,
J. Hyatt Brown,"Bachelor of Arts/Science, University of Florida"
Dai Wenjun,
Sol Daurella,
John de Mol,
Dou Zhenggang,
Glenn Dubin,"Bachelor of Arts/Science, SUNY Stony Brook"
John Elkann,"Bachelor of Engineering, Politecnico di Torino"
Ibrahim Erdemoglu,
Andy Fang,"Bachelor of Arts/Science, Stanford University"
Fang Hongbo,
Kenneth Feld & family,"Bachelor of Arts/Science, Boston University"
Walter Frey,"Bachelor of Business Administration, London School of Economics; Bachelor of Business Administration, University of Zurich"
Yasuhiro Fukushima,"Bachelor of Arts/Science, Nihon University"
Dennis Gillings,
Sam Goi,
Bahaa Hariri,"Bachelor of Arts/Science, Boston University"
Ilona Herlin,
Jeffery Hildebrand,"Bachelor of Arts/Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin"
J. Tomilson Hill,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University"
Orion Hindawi,"Drop Out, University of California, Berkeley"
Reid Hoffman,"Master of Science, Oxford University; Bachelor of Arts/Science, Stanford University"
Hou Juncheng,
W. Herbert Hunt,
George Joseph,"Bachelor of Arts/Science, Harvard University"
Ke Yunfeng & family,
Sergei Kolesnikov,"Master of Science, Moscow Institute of Physics and Technology"
Thomas Lee,"Bachelor of Arts/Science, Harvard University"
Peter Leibinger,
Regine Leibinger,
Nicola Leibinger-Kammueller,
Solomon Lew,
Li Yong,
Liu Yachao,
Jeffrey Lorberbaum,"Bachelor of Arts/Science, University of Denver"
Jed McCaleb,
Craig McCaw,"Bachelor of Arts/Science, Stanford University"
Miao Yongjun,
Robert Miller,"Bachelor of Arts/Science, Rider University"
Charles Munger,"Doctor of Jurisprudence, Harvard University; Drop Out, University of Michigan"
David Nahmad,
Jonathan Nelson,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Harvard University"
Pierre Karl Péladeau,
Kevin Plank,"Master of Business Administration, Robert H. Smith School of Business; Bachelor of Arts/Science, University of Maryland"
Alberto Prada,
Marina Prada,
Mahendra Prasad,
Jennifer Pritzker,"Bachelor of Arts/Science, Loyola University Illinois"
Linda Pritzker,
"Joe Rogers, Jr.",
Igor Rybakov,"Master of Science, Moscow Institute of Physics and Technology"
Sathien Setthasit,
Mikhail Shelkov,"Master of Science, Moscow Institute of Physics and Technology"
Shen Xiqiang & family,
Thaksin Shinawatra,"Master of Science, Eastern Kentucky University"
Martua Sitorus,
Sylvia Stroeher,
Alexander Svetakov,"Bachelor of Science in Engineering, Moscow Institute of Electronic Technology"
Stanley Tang,"Bachelor of Arts/Science, Stanford University"
Tang Xiuguo,"Bachelor of Arts/Science, Central South University"
Alain Taravella,
Wichai Thongtang,
Arvind Tiku,
Hamdi Ulukaya,
Georg von Opel,University of Rhode Island
Wang Chaobin,
Wang Zhenghua,
Wei Ing-Chou,
Horst Wortmann,
Wu Junbao,
Wu Kai,"Ph.D, Shanghai Jiao Tong University"
Amy Wyss,"Bachelor of Arts/Science, Skidmore College"
Xue Xiangdong & family,"Bachelor of Arts/Science, Hunan University"
Yan Zhi,"Master of Business Administration, Wuhan University"
William Young,"Bachelor of Science in Engineering, University of Detroit Mercy"
Zhang Xuansong,
Noubar Afeyan,"Ph.D, Massachusetts Institute of Technology; Bachelor of Science, McGill Univeristy"
Aziz Akhannouch & family,"Master of Business Administration, Universite de Sherbrooke"
Joao Alves de Queiroz Filho,"Bachelor of Arts/Science, Faculdade Dom Pedro II"
Andrey Andreev,
Felix Baker,
Julian Baker,
Lee Bass,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University"
Andrey Blokh,
Josef Boquoi & family,
Nicola Bulgari,"Diploma, High School"
Chen Shiliang,
Chen Tei-fu,"Drop Out, Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University"
Chung Yong-jin,"Bachelor of Arts/Science, Brown University"
Thierry Cruanes,"Master of Science, Université de Caen Normandie; Ph.D, University Paris VI - Pierre et Marie Curie"
Benoit Dageville,"Bachelor of Science, Université de Paris VI; Master of Science, Université de Paris VI; Ph.D, Université de Paris VI"
Beda Diethelm,
James Dinan,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Mark Dixon,
Bulent Eczacibasi,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology"
Fred Ehrsam,"Bachelor of Science, Duke Univeristy"
Francois Feuillet,
Robert Fisher,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford University"
"William Foley, II.",
Gao Yi & family,
Gao Yu,"Bachelor of Commerce, Renmin University of China"
Sanjiv Goenka,"Bachelor of Arts/Science, Calcutta University"
Surjit Kumar Gupta,
Yusuf Hamied,"Doctorate, University of Cambridge"
Shmuel Harlap,
Bill Haslam,"Bachelor of Arts/Science, Emory University"
Roberto Hernandez Ramirez,"Bachelor of Arts/Science, Ibero-American University"
Huang Jiangji,
Stanley Hubbard,"Bachelor of Arts/Science, University of Minnesota"
Arthur Irving,
Hamilton James,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University"
Jiang Zhaobai,
Ke Jinlong & family,
Ke Kangbao & family,
Michael Kim,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Haverford College"
Ipek Kirac,
Kurt Krieger,
Christopher Kwok,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business"
Edward Kwok,
Alexis Lê-Quôc,
Li Guangyu,"Master of Business Administration, Peking University"
Li Hongjing,
Li Jiaquan,
Li Min,
Lin Dingqiang & family,
Louise Lindh,
Yusaku Maezawa,
Anand Mahindra,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University"
Willy Michel,
Lachhman Das Mittal,"Bachelor of Arts/Science, Punjab University; Master of Arts, Punjab University"
Ermirio Pereira de Moraes,"Bachelor of Science in Engineering, University of Tulsa"
Maria Helena Moraes Scripilliti,"High School Graduate, High School"
Stefan Olsson,
Peng Yongdong,
Olivier Pomel,"Master, Ecole centrale de Paris"
Larry Robbins,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Brian Roberts,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Christopher Rokos,"Bachelor of Arts/Science, Oxford University; Master, Oxford University"
S.D. Shibulal,
Evgeny (Eugene) Shvidler,
Frank Slootman,"Bachelor of Science, Erasmus University Rotterdam, The Netherlands; Master of Science, Erasmus University Rotterdam, The Netherlands"
Sergio Stevanato,"Law Degree, University of Ferrara"
Kevin Systrom,"Bachelor of Arts/Science, Stanford University"
Tan Lili,
David Teoh & family,
Patrizio Vinciarelli,"Ph.D, La Sapienza University of Rome"
Todd Wagner,"Bachelor of Arts/Science, Indiana University; Doctor of Jurisprudence, University of Virginia"
Wan Long,
Wang Jian,
Wang Jilei,
Wang Junshi & family,
Wei Yin-Chun,
Wei Yin-Heng,
Stephen Winn,"Master of Science, Stanford University; Bachelor of Arts/Science, The University of Texas at Austin"
Gordon Wu,"Bachelor of Arts/Science, Princeton University; Master, Princeton University"
Yang Xuegang,
Yu Huijiao,
Zeng Kaitian,
Changpeng Zhao,
Zhu Xingliang,"Bachelor of Arts/Science, Suzhou University of Science and Technology"
Zhu Yiwen & family,
Anita Zucker,"Bachelor of Arts/Science, University of Florida; Master of Arts, University of North Florida"
Mohamed Al Fayed,
Leslie Alexander,"Bachelor of Arts/Science, New York University; Doctor of Jurisprudence, Western State University College of Law"
Joachim Ante,
Roman Avdeev,"Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies"
Arun Bharat Ram,"Bachelor of Science in Engineering, University of Michigan"
O. Francis Biondi,
John Bloor,
Vladimir Bogdanov,"Bachelor of Arts/Science, Tyumen Industrial Institute"
David Booth,"Bachelor of Arts/Science, University of Kansas; Master of Science, University of Kansas"
Cai Mingtong,
Yvon Chouinard,
Jack Cockwell,
Kommer Damen,
D. Leopoldo Del Pino,
Jamie Dimon,"Master of Business Administration, Harvard Business School"
Robert Duggan,"Drop Out, University of California, Los Angeles; Drop Out, University of California, Santa Barbara"
Faruk Eczacibasi,
N. Murray Edwards,
Anthony Eisen,"Bachelor of Commerce, University of New South Wales"
Ali Erdemoglu,
James France,"Bachelor of Arts/Science, Florida Southern College"
Mario Gabelli,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Fordham University"
Reinold Geiger,"Master of Business Administration, INSEAD"
Rolf Gerling,"Bachelor of Arts/Science, University of Zurich"
Ali Ghodsi,"Ph.D, KTH Royal Institute of Technology; Master of Business Administration, Mid Sweden University; Master of Science in Engineering, Mid Sweden University"
Carl Hansen,"Ph.D, California Institute of Technology; Bachelor of Arts/Science, University of British Columbia"
He Xinming family,
William Heinecke,
Brian Higgins,"Bachelor of Arts/Science, Villanova University"
David Hindawi,
Drew Houston,"Bachelor of Arts/Science, Massachusetts Institute of Technology"
Thomas James,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Stetson University"
Stephen Jarislowsky,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Harvard University; Master of Arts, The University of Chicago"
Jin Huiming,
Willis Johnson,
Dmitry Kamenshchik,"Bachelor of Arts/Science, Moscow State University"
Ihor Kolomoyskyy,"Master of Science, Dniepropetrovsk Metallurgical Institute"
Marc Lasry,"Bachelor of Arts/Science, Clark University; Doctor of Jurisprudence, New York Law School"
Lee Boo-jin,"Bachelor of Arts/Science, Yonsei University"
Lei Jufang,"Bachelor of Arts/Science, Xi'an Jiaotong University"
Wolfgang Leitner,
Li Rucheng,
Vincent Lo,"Bachelor of Arts/Economics, University of New South Wales"
Juan Lopez-Belmonte Lopez & family,
Lv Dalong,
Joao Roberto Marinho,
Jose Roberto Marinho,
Roberto Irineu Marinho,
Miao Shouliang,
Romano Minozzi,"Bachelor of Commerce, University of Bologna"
Nick Molnar,"Bachelor of Commerce, University of Sydney"
Oei Hong Leong,
Kazuo Okada,
John Oyler,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Business Administration, Stanford Graduate School of Business"
Husnu Ozyegin,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Oregon State University"
Tor Peterson,"Bachelor of Arts/Science, Duke University"
Jorge Pinheiro Koren de Lima,
Candido Pinheiro Koren de Lima Junior,
Pu Zhongjie & family,
Qin Long,
Alvaro Saieh Bendeck,
Glenn Sanford,
Leonard Schleifer,"Bachelor of Arts/Science, Cornell University; Medical Doctor, University of Virginia; Ph.D, University of Virginia"
Shang Xiaobo & family,
Shi Wen-long,
Shi Yifeng,"Master of Business Administration, Tsinghua University"
Sergei Studennikov,"Bachelor of Technology, Satka Mining and Ceramics College"
Sun Guangxin,"Master of Arts, Chinese Academy of Social Sciences; EMBA, Tianjin University"
Henry Swieca,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, SUNY Stony Brook"
Tan Yu Yeh,
Torbjorn Tornqvist,"Graduate, Stockholm University"
Martin Viessmann,"Diploma, University of Erlangen"
Wang Lizhan,
Wei Lidong & family,"Bachelor of Arts/Science, Zhejiang University"
Kanye West,"Drop Out, Chicago State University"
Wu Bo,
Wu Kaiting,
Wu Xushun & family,
Xu Guozhong & family,
Yang Tingdong,
Zhang Xuexin & family,
Zhang Yubai,
Zhao Weiguo,
Chirayu Amin,"Bachelor of Arts/Science, Baroda University; Master of Business Administration, Seton Hall University"
Marc Andreessen,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Vasily Anisimov,"Bachelor of Arts/Science, Alma-Ata Institute of National Economy"
Sabrina Benetton,
Nicolas Berggruen,"Bachelor of Arts/Science, New York University"
Alex Birkenstock,
Christian Birkenstock,
Henadiy Boholyubov,
Peter Buck,"Bachelor of Arts/Science, Bowdoin College; Doctorate, Columbia University; Master of Arts, Columbia University"
Saket Burman,"Bachelor of Business Administration, University of Wisconsin, Madison"
Stewart Butterfield,"Master of Philosophy, University of Cambridge; Bachelor of Arts/Science, University of Victoria"
Giuliana Caprotti,
Marina Caprotti,
R.G. Chandramogan,
Richard Chang,
Chao Teng-hsiung,
Chen Guoxiang & family,
Tony Chen,"Bachelor of Arts/Science, National Cheng Kung University"
Chen Wenyuan & family,
Chen Xueling,
Cheng Xianfeng,
Daniel Chiu,
Ivan Chrenko,
Brunello Cucinelli & family,
Alexandra Daitch,
Henry Engelhardt,"Master of Business Administration, INSEAD; Bachelor of Arts/Science, University of Michigan"
Philip Fayer,
David Feffer,"Law Degree, Universidade Presbiteriana Mackenzie"
Paul Foster,"Bachelor of Arts/Science, Baylor University"
Bernd Freier,
Robert Friedland,"Bachelor of Arts/Science, Reed College"
Giammaria Giuliani,
G. Gnanalingam,"Master, Harvard Business School; Bachelor of Arts/Science, University of Malaya"
Christopher Goldsbury,"Bachelor of Arts/Science, Trinity University"
Said Gutseriev,"Bachelor of Science, University of Oxford; Master, University of Plymouth (UK)"
Chang-Woo Han & family,
John Hancock,"Master of Business Administration, University of Notre Dame"
Patrick Hanrahan,"Bachelor of Science, University of Wisconsin Madison; Ph.D, University of Wisconsin Madison"
Christoph Henkel,
Anurang Jain,"Master of Business Administration, University of Pittsburgh"
Devendra Jain,"Bachelor of Arts/Science, Delhi University"
Jia Tianjiang & family,
Eric Jing,
Chatchai Kaewbootta,
Sergei Katsiev,"Bachelor of Arts/Science, Moscow Institute of International Relations"
Kim Sang-yeol,"Bachelor of Arts/Science, Chosun University"
Kagemasa Kozuki,"Bachelor of Arts/Science, Kansai University"
Edward Lampert,"Bachelor of Arts/Science, Yale University"
Lee Joon-ho,"Doctorate, Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University"
Lee Seo-hyun,"Bachelor of Arts/Science, Parsons School of Design"
Jimmy John Liautaud,"High School Graduate, High School"
David Lichtenstein,
Bill Liu,
Lu Di,
Ma Xiuhui,
Sarah MacMillan,
Yves-Loic Martin,
Todd McKinnon,"Bachelor of Science, Brigham Young University; Master of Science, California Polytechnic State University"
Shalom Meckenzie,"Diploma, High School"
Gary Michelson,"Medical Doctor, Hahnemann Medical College; Bachelor of Arts/Science, Temple University"
Narendrakumar Parekh,
Jorge Perez,"Bachelor of Arts/Science, CW Post College; Master of Science, University of Michigan"
Markus Persson,
Nicholas Pritzker,"Bachelor of Arts/Science, Lake Forest College; Doctor of Jurisprudence, University of Chicago"
Theodore Rachmat,"Bachelor of Arts/Science, Bandung Institute of Technology"
Megdet Rahimkulov & family,"Bachelor of Arts/Science, State University of Management"
Jerry Reinsdorf,"Bachelor of Arts/Science, George Washington University; Law Degree, Northwestern University"
Mochtar Riady & family,
Bianca Rinehart,
Ginia Rinehart,
Fernando Roig,
Sheryl Sandberg,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University"
Andres Santo Domingo,"Bachelor of Arts/Science, Brown University"
Ivan Savvidis,"Master of Science, Rostov Institute of National Economy"
Shao Genhuo,"Doctorate, China Agricultural University; Bachelor of Arts/Science, Zhejiang University"
Shao Qinxiang,
Rajju Shroff,"Bachelor of Arts/Science, Bombay University"
Lucy Stitzer,
Djoko Susanto,
Peter Szulczewski,"Bachelor of Arts/Science, University of Waterloo"
Vonnarat Tangkaravakoon,"Bachelor of Commerce, Chulalongkorn University"
Ion Tiriac,
Robert Toennies,
Tung Ching Sai,
Pavel Tykac,"Master, Czech Technical University, Prague"
Rufino Vigil Gonzalez,"Bachelor of Arts/Science, Universidad Iberoamericana"
Wang Junmin,
Wang Yanqing & family,
Charlotte Colket Weber,"Bachelor of Arts/Science, University of Paris"
Hope Welker,
Wu Ying,
Wu Yulan,
Xie Weitong,
Xu Xudong & family,
Yang Yunyun,
Ye Yanqiao,
Zeng Chaoyi,
Zhang Guiping & family,"Bachelor of Arts/Science, South East University"
Faisal Bin Qassim Al Thani,
Patricia Angelini Rossi,
Lesley Bamberger,
William Boyd,
Bernhard Braun-Luedicke,
Eva Maria Braun-Luedicke,
Friederike Braun-Luedicke,
Amit Burman,"Master of Science, Columbia University; Master of Business Administration, Judge Business School; Bachelor of Arts/Science, Lehigh University"
Jean-Pierre Cayard,
Chen Kaichen,
Chen Qiongxiang,
Chen Xuehua,
Chen Yung-tai,"Bachelor of Arts/Science, National Chung Hsing University"
Chen Zemin & family,
Ryan Cohen,
Norbert Dentressangle,
Mohammed Dewji,
Ding Lieming & family,"Doctorate, University of Arkansas"
Domenico Dolce,
Lisa Draexlmaier,
Alfredo Egydio Arruda Villela Filho,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Engineering, Instituto Maua de Tecnologia"
Daniel Feffer,"Law Degree, Universidade Presbiteriana Mackenzie"
Jorge Feffer,
Ruben Feffer,
Henrik Fisker,"Bachelor of Arts/Science, Art Center College of Design"
Miguel Fluxa Rossello,
Donald Foss,
Susumu Fujita,
Stefano Gabbana,"Bachelor of Arts/Science, Istituto Superiore di Industrie Artistiche"
Alexandre Grendene Bartelle,
Geeta Gupta-Fisker,"Ph.D, Cambridge University; Bachelor of Arts/Science, Delhi University; Master of Science, University of Kent"
Heikki Herlin,
Asok Kumar Hiranandani,
Niranjan Hiranandani,"Bachelor of Arts/Science, University of Bombay"
Ho Hung Anh,"Bachelor of Engineering, Kiev Polytechnic Institute"
Huang Zhengcong,
"B. Wayne Hughes, Jr.","Bachelor of Arts/Science, University of Southern California"
Jiang Yintai & family,
Michael Jordan,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill"
Ke Guihua,
Alexander Klyachin,"Bachelor of Arts/Science, Moscow State University"
William Koch,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Doctorate, Massachusetts Institute of Technology"
Sebastian Kulczyk,"London School of Economics; Master, University of Poznan"
Robert Langer,"Bachelor of Engineering, Cornell University; Doctorate, Massachusetts Institute of Technology"
Manuel Lao Hernandez,
Michael Lee-Chin,"Bachelor of Arts/Science, McMaster University"
Li Li,"Bachelor of Arts/Science, Sichuan University"
Li Zhen & family,
Liang Yanfeng & family,
Jenny Lindén Urnes,
Liu Yingqi,
Catherine Lozick,
Gary Magness,"Drop Out, Western State College of Colorado"
Mao Lixiang & family,
David Mindus,"Master of Laws, Stockholm University"
Massimo Moratti,
Mario Moretti Polegato & family,
Ni Zugen,
Kentaro Ogawa,
Tomas Olivo Lopez,
Rubens Ometto Silveira Mello,"Bachelor of Engineering, Polytechnic School of the University of Sao Paulo"
Pan Gang,
Ajay Parekh,
David Paul,"Master of Science, Temple University; Bachelor of Arts/Science, University of Madras"
Nelson Peltz,"Drop Out, University of Pennsylvania, The Wharton School"
Petro Poroshenko,"Bachelor of Arts/Science, Kiev State University"
G. Rajendran,
P.P. Reddy,
Francisco Jose Riberas Mera,
Juan Maria Riberas Mera,
Subhash Runwal,"Chartered Accountant, Institute of Chartered Accountants of India; B.Com, Pune University"
Deniz Sahenk,
Bhadresh Shah,"Bachelor of Science in Engineering, Indian Institute of Technology"
Shen Hua & family,
Barry Silbert,
Leonid Simanovsky,"Bachelor of Arts/Science, Kuibyshev Planning Institute"
Peter Sperling,"Bachelor of Arts/Science, University of California, Santa Barbara; Master of Business Administration, University of Phoenix"
Sun Weijie,"Bachelor of Arts/Science, Shandong Institute of Business and Technology"
Tang Jianfang,
Prachak Tangkaravakoon,
Clemens Toennies,
Tran Ba Duong & family,
Tseng Cheng,
Tung Ching Bor,
Shigefumi Wada,"Bachelor of Arts/Science, Rikkyo University"
Wang Qinghua,
Wang Xuechao,
Wang Yiran,
Myron Wentz,
Ian Wood & family,
Wu Chaoqun,
Wu Yingming,
Xie Bingkun & family,
Xiu Laigui,
Yang Erzhu,"Bachelor of Arts/Science, Jinan University"
Yang Lijuan,
Yao Kuizhang,
Yu Peidi,
David Zalik,"Drop Out, Auburn University"
Zhang Cheng Fei,
Zhang Keqiang,"Master of Business Administration, Murdoch University; Master of Business Administration, Murdoch University"
Zhang Shilong & family,
Zhang Xiaojuan,
Zhang Yuanlin,
Antti Aarnio-Wihuri,
Hamdi Akin & family,
"Herbert Allen, Jr. & family","Bachelor of Arts/Science, Williams College"
Harindarpal Banga,
Ulrike Baro,
Alex Beard,"Master of Science, Oxford University"
Barbara Benetton,
Paolo Bulgari,
Ron Burkle,"Diploma, High School"
Ahmet Calik,
Steve Case,"Bachelor of Arts/Science, Williams College"
Safra Catz,"Doctor of Jurisprudence, University of Pennsylvania; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Chen Baohua,"Bachelor of Science, Zhejiang University of Technology"
Chen Xianbao & family,
Chen Xiaohui,"Master of Business Administration, China Europe International Business School; Bachelor of Arts/Science, Xi'an Jiaotong University"
Manas Chiaravanond,
Phongthep Chiaravanont,"Master of Science, University of California, Davis"
Prathip Chiravanond,
Alberto Cortina,"Doctor of Jurisprudence, Universidad Complutense de Madrid"
Bharat Desai,"Bachelor of Arts/Science, Indian Institute of Technology, Bombay; Master of Business Administration, University of Michigan, Stephen M. Ross School of Business"
Tim Draper,
John Farber,"Ph.D, Polytechnic Institute"
Gary Fegel,"Master of Business Administration, University of St. Gallen"
John Foley,"Bachelor of Science in Engineering, Georgia Tech; Master of Business Administration, Harvard Business School"
Geng Diangen,"Master of Business Administration, University Of Texas At Arlington"
Alan Gerry,"Drop Out, High School"
Esther Grether,
Bill Gross,"Master of Business Administration, Anderson School of Management; Bachelor of Arts/Science, Duke University"
Sue Gross,"Associate in Arts/Science, Saddleback College"
Guo Ziwen,
Torstein Hagen,
Huang Wen Tsai,
Huang Wenbiao,
Huh Jae-myung,"Master of Business Administration, Boston University; Bachelor of Arts/Science, Korea University"
Ke Xiping & family,Xiamen University
Kim Jun-ki,"Bachelor of Arts/Economics, Korea University"
Seth Klarman,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Harvard University"
Pyotr Kondrashev,"Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute"
Raymond Kwok,"Master of Arts, Cambridge University; Master of Business Administration, Harvard Business School"
Heikki Kyostila,
Arvind Lal,
Anthony Langley,
Christian Latouche,
Gary Lauder,"Master of Business Administration, Stanford Business School; Bachelor of Arts/Science, University of Pennsylvania"
James Leininger,"Bachelor of Arts/Science, Indiana University; Medical Doctor, Indiana University"
Lin Zhijun,
Lin Zhixiong & family,
Vladimir Litvinenko,"Master of Science, Saint Petersburg Mining University"
Liu Xiucai & family,
Lu Zongjun,
Duncan MacMillan,
Youssef Mansour,"Master of Business Administration, Auburn University; Bachelor of Science in Engineering, North Carolina State University"
George Marcus,"Bachelor of Arts/Economics, San Francisco State"
Strive Masiyiwa,"Bachelor of Engineering, University of Wales"
Billy Joe (Red) McCombs,"Drop Out, The University of Texas at Austin"
Lorinc Meszaros,
Jerry Moyes,
Marius Nacht,"Bachelor of Arts/Science, Hebrew University, Jerusalem"
Ezra Nahmad,
Niti Osathanugrah,
Alberto Palatchi,
Sushilkumar Parekh,
Lirio Parisotto,
Mark Pincus,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania"
Michael Polsky,"Master of Business Administration, University of Chicago Booth School of Business"
P.V.Krishna Reddy,
Prathap Reddy,
Satish Reddy,"Bachelor of Science in Engineering, Osmania University; Master of Science, Purdue University"
Ren Jinsheng & family,"Master of Business Administration, Nanjing Normal University; Diploma, Nanjing University of Chinese Medicine"
Helena Revoredo,"Bachelor of Arts/Science, Catholic University of Buenos Aires; Master of Business Administration, IESE Business School"
Matthew Roszak,"Bachelor of Arts/Economics, Lake Forest College"
Vinod Saraf,"Master of Business Administration, Birla Institute of Technology and Science (BITS) - Pilani"
Fayez Sarofim,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of California, Berkeley"
Steven Schuurman,
Basudeo Singh,"Master of Arts, Patna University"
Ryan Smith,"Bachelor of Science, Brigham Young University"
Peter Sondakh,
Sun Qinghuan,
Sun Yonghui,
Luc Tack,
Fernando Trajano,
August Troendle,"Medical Doctor, University of Maryland"
Kenny Troutt,"Bachelor of Arts/Science, Southern Illinois University"
John Van Lieshout,"Diploma, High School"
Radha Vembu,"Bachelor of Arts/Economics, Indian Institute of Technology Madras (IIT Madras)"
Wang Huiwen,"Bachelor of Science in Engineering, Tsinghua University"
Wang Wenbiao,
Wang Yaohai,
Wang Zelong,
Wang Zhentao & family,
Wen Yilong,
Thomas Wu,"Bachelor of Arts/Science, Fu Jen Catholic University; Master of Business Administration, University of California, Los Angeles"
Wu Zhenxing,
Xiang Guangming & family,
Xu Gang,
Xu Wanmao,
Jane Yan & family,"Bachelor of Arts/Science, Fudan University; Doctorate in Pedagogical Sciences, University of Pennsylvania"
Ye Cheng,
Yi Dasheng,
Yu Rong,
Yuan Zhimin & family,"Master of Science, Bejing Insitute of Technology"
Zeng Chaolin,
Zhong Sheng Jian,
Zhou Jian,
Zhu Yiming,
Zhuang Kuilong & family,
Anu Aga,"Bachelor of Arts/Science, Bombay University"
Farkhad Akhmedov,
Alberto Alcocer,"Doctor of Jurisprudence, Universidad Complutense de Madrid"
Alexandra Andresen,
Katharina Andresen,
Mori Arkin,"Bachelor of Arts/Science, Tel Aviv University"
Clifford Asness,"Doctorate, University of Chicago; Master of Business Administration, University of Chicago; Bachelor of Arts/Science, University of Pennsylvania; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Nigel Austin,
Ziv Aviram,
Louis Bacon,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Middlebury College"
Samuel Barata,
Angela Bennett,
Maurizio Billi,
Zadik Bino & family,"Diploma, High School"
Anna Maria Braun,
Johanna Braun,
Karl Friedrich Braun,
Cai Hao & family,
Binod Chaudhary,
Chen Liying,
Chen Qixing,
Chen Zhuolin,
Fernando Chico Pardo,"Master of Business Administration, Kellogg School of Management; Bachelor of Business Administration, Universidad Iberoamericana"
Jean-Paul Clozel,
Jim Crane,"Bachelor of Arts/Science, Central Missouri State University"
Ana Lucia de Mattos Barretto Villela,
Darwin Deason,"Diploma, High School"
Sefik Yilmaz Dizdar,
James Duff,
Thomas Duff,"Bachelor of Arts/Science, University of Southern Mississippi"
Keith Dunleavy & family,"Bachelor of Arts/Science, Dartmouth College; Medical Doctor, Harvard University"
Fang Zhancheng,
Lloyd Frink,"Bachelor of Arts/Science, Stanford University"
Gao Yunfeng,"Master of Business Administration, Peking University"
Jayme Garfinkel,"Master of Business Administration, Fundacao Getulio Vargas; Bachelor of Arts/Science, Universidade de Sao Paulo"
Balkrishan Goenka,
Jitse Groen,"Bachelor of Business Administration, University of Twente"
Mimi Haas,"Bachelor of Arts/Science, George Washington University"
Richard Hayne,"Bachelor of Arts/Science, Lehigh University"
He Ningning,
He Yamin & family,
Timothy Headington,"Bachelor of Arts/Science, University of Oklahoma"
Christian Herz,
Michaela Herz,
Daniel Hirschfeld,
Francis Holder,
Hu Chengzhong,
Hu Gengxi & family,
Huang Hongyun & family,"EMBA, Chongqing Universtiy"
Huang Jian,
Huang Weibin,
Huang Xiaofen & family,
Archie Hwang,"Bachelor of Arts/Science, National Chiao Tung University"
Jay-Z,
Johan Johannson,
Scott Kapnick,"Doctor of Jurisprudence, The University of Chicago; Master of Business Administration, The University of Chicago; Bachelor of Arts/Economics, Williams College"
Sidney Kimmel,"Drop Out, Temple University"
Christine Knauf,
Karl Knauf,
