Name,Education
Neil Bluhm,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Andrew Currie,"Bachelor of Arts/Science, Cambridge University"
Tom Gores,"Bachelor of Arts/Science, Michigan State University"
Michel Leclercq & family,
Michael Moritz,"Bachelor of Arts/Science, Christ Church, Oxford University; Master of Business Administration, University of Pennsylvania, The Wharton School"
Nicolas Puech,
John Reece,"Bachelor of Arts/Science, Cambridge University"
Emanuele (Lino) Saputo & family,"Diploma, High School"
Fred Smith,
Teh Hong Piow,"Bachelor of Arts/Science, University of Malaya"
Rene Benko,
Jack Dangermond,"Bachelor of Arts/Science, California State Polytechnical University; Master of Science, Harvard University; Master of Science, University of Minnesota"
Stanley Druckenmiller,"Bachelor of Arts/Science, Bowdoin College"
Tamara Gustavson,"Bachelor of Arts/Science, University of Southern California"
Jian Jun,"Master of Business Administration, Tsinghua University"
Kwee brothers,
Clive Calder,
Hasmukh Chudgar & family,
Dagmar Dolby & family,"Bachelor of Arts/Science, Heidelberg University"
Dong Wei,
Ken Fisher,"Bachelor of Arts/Science, Humboldt State University"
Ivan Glasenberg,"Master of Business Administration, Marshall School of Business; Bachelor of Arts/Science, University of Witwatersrand"
He Xiaopeng,
Sumet Jiaravanon,
Karel Komarek,"Diploma, Hahnemann Medical College"
Ronald Lauder,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Mu Rongjun,"Bachelor of Engineering, Tsinghua University; Master, Tsinghua University"
J. Christopher Reyes,"Bachelor of Arts/Science, University of Maryland"
Jude Reyes,"Bachelor of Arts/Science, Wofford College"
Kjell Inge Rokke,
"Edward Roski, Jr.","Bachelor of Arts/Science, University of Southern California"
Alexandra Schoerghuber,
Shu Ping,
Christoph Zeller,
An Kang,"Bachelor of Arts/Science, Henan Normal University"
Rainer Blickle,
Jaran Chiaravanont,
Alceu Elias Feldmann,
Montri Jiaravanont,
"Henry Nicholas, III.","Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles"
Terrence Pegula,"Bachelor of Science in Engineering, Pennsylvania State University"
Carrie Perrodo & family,
Harry Stine,
Pyotr Aven,"Ph.D, Moscow State University"
Kapil & Rahul Bhatia,"Bachelor of Science in Engineering, University of Waterloo"
Cao Renxian,
Barry Lam,"Bachelor of Arts/Science, National Taiwan University"
Carlos Rodriguez-Pastor,"Master of Business Administration, Tuck School of Business; Bachelor of Arts/Science, University of California, Berkeley"
Shen Guojun,"Master of Arts, Zhongnan University of Economics and Law"
Luiza Helena Trajano,
Yao Zhenhua & family,
Yu Yong,
Sam Zell,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan"
John Brown,"Bachelor of Science in Engineering, Auburn University"
Giuseppe De'Longhi & family,"Bachelor of Arts/Economics, Università Cà Foscari di Venezia"
Frank Lowy,
Joe Mansueto,"Bachelor of Arts/Science, University of Chicago"
Akio Nitori,
Gary Rollins,"Bachelor of Arts/Science, University of Tennessee Chattanooga"
Ruan Hongliang & family,
Teddy Sagi,
Neil Shen,"Bachelor of Arts/Science, Shanghai Jiaotong University; Master of Arts, Yale University"
David Velez,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University"
Wong Man Li,
Robert Bass,"Master of Business Administration, Stanford University; Bachelor of Arts/Science, Yale University"
Pierre Chen,"Bachelor of Arts/Science, National Cheng Kung University"
Mahendra Choksi & family,"Bachelor of Engineering, Bombay University; Master of Science, Bombay University"
Gustavo Denegri,
Reed Hastings,"Bachelor of Arts/Science, Bowdoin College; Master of Science, Stanford University"
Michael Herz,
Wolfgang Herz,
Patrick Lee,
Lee Yeow Chor & Yeow Seng,
Theo Mueller,
Wu Guanjiang & family,
Bernard Broermann,"Master of Business Administration, Harvard University"
Jason Chang,"Bachelor of Arts/Science, National Taiwan University"
Joshua Harris,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Vikram Lal & family,
Lin Xiucheng & family,"Bachelor of Arts/Science, Xiamen University"
Pankaj Patel,"Bachelor of Arts/Science, Gujarat University; Master of Science, Gujarat University"
"Enrique Razon, Jr.",
"Walter Scott, Jr. & family","Bachelor of Arts/Science, Colorado State University"
Charles Simonyi,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, Berkeley"
Kate Wang,"Master of Business Administration, Columbia Business School; Bachelor of Science, Xi'an Jiaotong University"
Daniel Ziff,"Bachelor of Arts/Science, Columbia University"
Dirk Ziff,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard University"
Robert Ziff,"Doctor of Jurisprudence, Cornell University; Bachelor of Arts/Science, Harvard University"
Stephen Bisciotti,"Bachelor of Arts/Science, Salisbury State University"
Chen Dongsheng,
Charles B. Johnson,"Bachelor of Arts/Science, Yale University"
Marc Ladreit de Lacharriere,
Joe Lewis,
Lin Li,"Chinese Academy of Social Sciences; Bachelor of Arts/Science, Hubei University of Technology"
Karen Pritzker,"Bachelor of Arts/Science, Northwestern University"
Abdulsamad Rabiu,
Mark Scheinberg,"Drop Out, Fanshawe College"
Howard Schultz,"Bachelor of Arts/Science, Northern Michigan University"
Yasumitsu Shigeta,"Drop Out, Nihon University"
Thomas Siebel,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign"
Peter Thiel,"Bachelor of Arts/Science, Stanford University; Doctor of Jurisprudence, Stanford University"
Chip Wilson,"Bachelor of Arts/Science, University of Calgary"
Zhang Fan,
Pierre Bellon & family,
Richard Branson,"Drop Out, High School"
Huang Yi,"Bachelor of Arts/Science, Xiamen University"
Bidzina Ivanishvili,
"Edward Johnson, IV.","Bachelor of Arts/Science, Northeastern University"
Elizabeth Johnson,"Bachelor of Arts/Science, Franklin Pierce University"
Ted Lerner & family,"Associate in Arts/Science, George Washington University; LLB, George Washington University"
Lin Shu-hong,National Taipei University of Technology
Yuri Milner,"Bachelor of Arts/Science, Moscow State University; Drop Out, University of Pennsylvania, The Wharton School"
Issad Rebrab & family,
Thomas Schmidheiny,"Doctorate, Tufts University; Bachelor of Arts/Science, Zurich Polytechnic"
Chairul Tanjung,"Medical Doctor, University of Indonesia"
Alan Trefler,"Associate in Arts/Science, Dartmouth College"
Radovan Vitek,"Law Degree, University of West Bohemia"
Frank Wang,"Bachelor of Arts/Science, Hong Kong University of Science and Technology; Master of Science, Hong Kong University of Science and Technology"
Wang Xicheng & family,
Wang Zhendong,"Bachelor of Arts/Science, Peking University"
"John, Alan & Bruce Wilson",
M.A. Yusuff Ali,
Maria Fernanda Amorim & family,
Dona Bertarelli,
Hong Jie,
Nathan Kirsh,"Bachelor of Arts/Science, University of Witwatersrand"
Ken Langone,"Bachelor of Arts/Science, Bucknell University; Master of Business Administration, Leonard N. Stern School of Business"
Michael Pieper,"Master of Business Administration, St Gallen University"
Richard Schulze,"Diploma, High School"
Eric Smidt,
Tim Sweeney,
Tang Shing-bor,
Oleg Tinkov,"Diploma, University of California, Berkeley"
Mark Walter,"Bachelor of Arts/Science, Creighton University; Doctor of Jurisprudence, Northwestern University"
Wong Luen Hei,
Zhou Bajin,
Patrizio Bertelli,"Master of Business Administration, University of Florence"
Bert Beveridge,"Bachelor of Arts/Science, University of Texas at Austin"
Martin & Olivier Bouygues,
Chen Lip Keong,"Medical Doctor, University of Malaya"
Dong Fan,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University"
Daniel Ek,
Tilman Fertitta,"Drop Out, Texas Tech University; Drop Out, University of Houston"
Luis Frias,
Peter Gassner,"Bachelor of Science, Oregon State University"
Vladimir Kim,
Li Weiguo,
Denis O'Brien,"Master of Business Administration, Carroll School of Management"
Miuccia Prada,"Doctorate, University of Milan; Doctorate in Pedagogical Sciences, University of Milan"
"Robert Rich, Jr.","Master of Business Administration, Simon School of Business; Bachelor of Arts/Science, Williams College"
Abhay Vakil & family,"Bachelor of Arts/Science, Bombay University; Bachelor of Arts/Science, Syracuse University"
Paul-Heinz Wesjohann & family,
Ron Baron,"Bachelor of Arts/Science, Bucknell University"
Andre Esteves,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro"
Jonathan Gray,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Hu Baifan,"Bachelor of Arts/Science, Shaoxing University; Master of Business Administration, Zhejiang University"
Viatcheslav Kantor,"Ph.D, Moscow Aviation University"
Min Kao & family,"Bachelor of Arts/Science, National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville"
Friedrich Knapp,
Richard Li,"Drop Out, Stanford University"
Rudolf Maag,"Master of Business Administration, INSEAD"
Miao Hangen,
Sami Mnaymneh,"Bachelor of Arts/Economics, Columbia University; Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard University"
Igor Olenicoff,"Bachelor of Arts/Science, University of Southern California; Master of Business Administration, University of Southern California; Master of Science, University of Southern California"
Sergei Popov,"Bachelor of Arts/Science, Ural State Technical University"
Thomas Pritzker,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, University of Chicago; Master of Business Administration, University of Chicago"
"Julian Robertson, Jr.","Bachelor of Arts/Science, University of North Carolina"
Tony Tamer,
Zhu Baoguo & family,"Bachelor of Arts/Science, Henan Normal University"
Shari Arison,"Drop Out, Miami Dade College"
Orlando Bravo,"Bachelor of Arts/Science, Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University"
Garrett Camp,"Master of Science, University of Calgary"
Nick Caporella,
Mark Cuban,"Bachelor of Arts/Science, Indiana University"
Yakir Gabay,
Erman Ilicak,
Gustav Magnar Witzoe,
Michael Minhong Yu,"Bachelor of Arts/Science, Peking University"
Zhang Daocai,
Stéphane Bancel,"Master of Science in Engineering, Ecole Centrale Paris; Master of Business Administration, Harvard University; Master of Science in Engineering, University of Minnesota"
Ralph Dommermuth,
Thomas Hagen,"Bachelor of Arts/Science, Ohio State University"
Pansy Ho,"Bachelor of Arts/Science, University of Santa Clara"
Rakesh Jhunjhunwala,"B.Com, Bombay University; Chartered Accountant, The Institute of Chartered Accountants of India"
Lee Yin Yee,
Eric Lefkofsky,"Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, University of Michigan"
Edwin Leong,
Pawan Munjal & family,
Antony Ressler,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Georgetown University"
Paul Singer,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Rochester"
Kerry Stokes,
Steven Udvar-Hazy,"Bachelor of Arts/Science, University of California, Los Angeles"
Takao Yasuda,"Bachelor of Arts/Science, Keio University"
Ye Chenghai & family,"Bachelor of Arts/Science, Renmin University of China"
Alain Bouchard,
Rick Caruso,"Doctor of Jurisprudence, Pepperdine University; Bachelor of Arts/Science, University of Southern California"
Scott Cook,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Southern California"
Barry Diller,"Drop Out, University of California, Los Angeles"
Traudl Engelhorn & family,
Fang Wei,
Fu Liquan & family,"Bachelor of Arts/Science, Zhejiang Shuren University; EMBA, Zhejiang University"
Luca Garavoglia,"Bachelor of Commerce, Bocconi University"
Tom Golisano,"Associate in Arts/Science, SUNY Tech Alfred"
Peter Hargreaves,
Bertil Hult,
Ray Lee Hunt,"Bachelor of Arts/Science, Southern Methodist University"
James Irving,
Martin Lau,"Master of Business Administration, Kellogg School of Management; Master of Science in Engineering, Stanford University; Bachelor of Science in Engineering, University of Michigan"
Li Li,"Bachelor of Arts/Science, Sichuan University"
Liu Fangyi,
Luo Liguo & family,
Pan Laican,
Juan Roig,
Leonard Stern,"Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University"
Thomas Straumann,
Wang Yanqing & family,
Ken Xie,"Master of Science, Stanford University; Bachelor of Science, Tsinghua University; Master of Science, Tsinghua University"
Xue Hua,"Bachelor of Arts/Science, Huazhong Agricultural University"
Steven Meng Yang & family,"Bachelor of Arts/Science, Peking University; Masters of Science in Technology, The University of Texas, Austin"
Margot Birmingham Perot,"Bachelor of Arts/Science, Goucher College"
David Bonderman,"Doctor of Jurisprudence, Harvard University; Bachelor of Arts/Science, University of Washington"
Matthew Calkins,"Bachelor of Arts/Economics, Dartmouth College"
Cho Tak Wong,
Piero Ferrari,
Dan Friedkin,"Bachelor of Arts/Science, Georgetown University; Master of Business Administration, Rice University"
Laurence Graff & family,
Martin Haefner,
Hong Ra-hee,"Bachelor of Arts/Science, Seoul National University"
Ji Qi,
"Rupert Johnson, Jr.","Bachelor of Arts/Science, Washington & Lee University"
Daniel Kretinsky,"Law Degree, Masaryk University"
William Lauder,
Janice McNair,"Bachelor of Arts/Science, Columbia College"
John Morris,"Bachelor of Arts/Science, Drury University"
Gabe Newell,"Drop Out, Harvard University"
Katharina Otto-Bernstein,
Julio Ponce Lerou,
Jon Stryker,"Bachelor of Arts/Science, Kalamazoo College; Master of Architecture, University of California, Berkeley"
Suh Kyung-bae,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Yonsei University"
Xu Jingren,
Samuel Yin,"Bachelor of Arts/Science, Chinese Culture University; Ph.D, National Chengchi University; Master of Business Administration, National Taiwan University"
Walter P.J. Droege,
Du Jiangtao & family,"Master of Arts, Beijing Institute of Technology"
Vinod & Anil Rai Gupta,
Masatoshi Ito,
Igor Kesaev,"Bachelor of Arts/Science, Moscow Institute of International Relations"
Koon Poh Keong,"Bachelor of Engineering, University of Oklahoma"
Paul Xiaoming Lee & family,"Master of Science, University of Massachusetts"
Li Xiang,
Melissa Ma,
Kiran Mazumdar-Shaw,"Bachelor of Arts/Science, Bangalore University; Master of Science, Melbourne University"
Gwendolyn Sontheim Meyer,
Akira Mori & family,
Georg Nemetschek & family,
Masahiro Noda,"Bachelor of Arts/Economics, Kansai University"
Ajay Piramal,"Bachelor of Arts/Science, Bombay University; Master of Business Administration, Bombay University"
Qiu Guanghe & family,
Trevor Rees-Jones,"Bachelor of Arts/Science, Dartmouth College; Doctor of Jurisprudence, Southern Methodist University"
Ira Rennert,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business"
Marc Rowan,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School"
Ugur Sahin,
Michal Solowow,
Udo & Harald Tschira,
Wu Jianshu,
Ye Xiaoping,"Ph.D, Oxford University"
Zhou Hongyi,"Master of Science, Xi'an Jiaotong University"
Che Jianxing,
Beatriz Davila de Santo Domingo,
Rafael Del Pino,"Master of Business Administration, MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid"
Du Weimin,"Master of Business Administration, Jinan University"
Rakesh Gangwal,"Bachelor of Science in Engineering, Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School"
Paul Gauselmann & family,
Jeff Greene,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University"
Johnelle Hunt,"Drop Out, University of Central Arkansas"
Jin Baofang,"Associate in Arts/Science, Hebei Broadcast and Television University"
Kuan Kam Hon & family,
"Stephen Mandel, Jr.","Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter"
Gilles Martin,"Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University"
Masahiro Miki,"Bachelor of Arts/Science, Toho Gakuen tanki University"
Dan Olsson,
Robert Rowling,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, The University of Texas at Austin"
Erik Selin,
Mark Shoen,
Ben Silbermann,"Bachelor of Arts/Science, Yale University"
Maximilian Viessmann,
Wang Linpeng,
Wu Zhigang & family,
Yi Zheng,"Bachelor of Arts/Science, Zhejiang University"
Zhang Wenzhong,
Euisun Chung,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of San Francisco"
Daniel D'Aniello,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University"
Oleg Deripaska,"Bachelor of Arts/Science, Moscow State University"
Sergey Dmitriev,"Master of Science, Saint Petersburg State University"
Feng Hailiang,"Master of Business Administration, Zhejiang University"
John Gandel,"Doctorate, Monash University"
Gao Dekang & family,"EMBA, Phoenix International University"
Jaime Gilinski Bacal,"Master of Business Administration, Harvard Business School"
Sergei Gordeev,"Bachelor of Arts/Science, Togliatti Academy of Management"
Jeff Green,
"Amos Hostetter, Jr.","Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University"
Kuok Khoon Hong,
Lai Jianping,
Aerin Lauder,"Bachelor of Arts/Science, University of Pennsylvania"
Hans Georg Naeder,
Maren Otto,
Clive Palmer,
Karsanbhai Patel,
Qiu Jianping & family,"Master of Science, Xi'an Jiaotong University"
Wolfgang Reimann,
Matthias Reimann-Andersen,
Stefan Reimann-Andersen,
Renate Reimann-Haas,
Dirk Rossmann & family,
Shaul Shani,
Song Fei,
Donald Sterling,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School"
Ivar Tollefsen,
Don Vultaggio & family,"High School Graduate, High School"
Nusli Wadia,
Zhang Jin,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University"
Zhu Gongshan,
Peter Gilgan,
Marian Ilitch,"Diploma, High School; High School Graduate, High School"
Kong Jian Min,"Bachelor of Arts/Science, Jinan University"
Li Liangbin,
Li Yongxin & family,"Bachelor of Arts/Science, Peking University"
Mary Alice Dorrance Malone,"Bachelor of Arts/Science, University of Arizona"
Michael Milken,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School"
Ronald Perelman,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School"
Candido Pinheiro Koren de Lima,
J. Joe Ricketts & family,"Bachelor of Arts/Science, Creighton University"
Paolo & Gianfelice Mario Rocca,"Certificate, Harvard Business School"
Jeff Rothschild,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University"
David Rubenstein,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago"
Maria-Elisabeth Schaeffler-Thumann,
Steven Spielberg,"Bachelor of Arts/Science, California State Long Beach"
Barry Sternlicht,"Bachelor of Arts/Science, Brown University"
Mark Stevens,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California"
David Steward,"Bachelor of Arts/Science, Central Missouri State University"
Vincent Viola,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy"
Todd Wanek,
Wang Roger,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University"
Russ Weiner,"Bachelor of Arts/Science, San Diego State University"
Herbert Wertheim,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry"
Xu Shugen,
Anil Agarwal & family,
Majid Al Futtaim & family,
Leonid Boguslavsky,"Master of Science, Moscow Institute for Transport Engineering"
"Austen Cargill, II.","Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota"
"James Cargill, II.",
Chu Lam Yiu,
Steve Conine,"Bachelor of Science in Engineering, Cornell University"
Hu Kaijun,
S. Curtis Johnson,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Kellogg School of Management"
Helen Johnson-Leipold,"Bachelor of Arts/Science, Cornell University"
Daryl Katz,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta"
Peter Kellogg,"Bachelor of Arts/Science, Babson College"
Samuel Tak Lee,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology"
Li Hongxin & family,
Marianne Liebmann,"Bachelor of Arts/Science, Montana State University"
Winifred J. Marquart,"Drop Out, Cornell University"
Daniel Och,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Anthony Pritzker,"Bachelor of Arts/Science, Dartmouth College"
Rodger Riney & family,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri"
Niraj Shah,"Bachelor of Science in Engineering, Cornell University"
Lynsi Snyder,
Jerzy Starak,
Michael Tojner,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna"
Richard Tsai,"Master of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University"
Ty Warner,"Drop Out, Kalamazoo College"
Yang Shaopeng,
Yuan Liping,
Zhang Hongwei,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology"
Andrej Babis,"Master, University of Economics in Bratislava (UEB)"
Shyam & Hari Bhartia,
Hubert Burda,"Bachelor of Arts/Science, Ludwig Maxmilian University"
Chuchat Petaumpai & Daonapa Petampai,"Bachelor of Arts/Economics, Oklahoma State University"
Charles Cohen,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University"
David Filo,"Master of Science, Stanford University; Bachelor of Arts/Science, Tulane University"
Sergei Galitsky,"Bachelor of Arts/Science, Kuban State University"
Alessandra Garavoglia,"Bachelor of Social Sciences, University of Milan"
Franco Bittar Garcia,
Martha Ingram & family,"Bachelor of Arts/Science, Vassar College"
H. Fisk Johnson,"Bachelor of Arts/Science, Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management"
Li Guoqiang,
Lim Wee Chai,"Master of Business Administration, Sul Ross State University; Bachelor of Arts/Science, University of Malaya"
Liu Xiaodong,
Daniel Loeb,"Bachelor of Arts/Science, Columbia University"
Jim McKelvey,"Bachelor of Arts/Economics, Washington University in St. Louis; Bachelor of Science, Washington University in St. Louis"
Apoorva Mehta,"Bachelor of Arts/Science, University of Waterloo"
N.R. Narayana Murthy,"Master of Science, Indian Institute of Technology"
John Paulson,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, New York University"
J.B. Pritzker,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University"
Michael Rubin,"Drop Out, Villanova University"
Arnout Schuijff,
Thomas Secunda,"Bachelor of Arts/Science, SUNY Binghamton"
Vivek Chaand Sehgal,"Bachelor of Arts/Science, Delhi University"
E. Joe Shoen,"Master of Business Administration, Harvard Business School"
Leena Tewari,"B.Com, Bombay University; Master of Business Administration, Boston University"
Julia Thiele-Schuerhoff,
Romesh T. Wadhwani,"Doctorate, Carnegie Mellon University; Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology, Bombay"
Wu Shaoxun,
Ye Guofu,
Denise York & family,
Zhou Jianping,
Mohed Altrad,
Gayle Benson,
Francesco Gaetano Caltagirone,
"William Conway, Jr.","Bachelor of Arts/Science, Dartmouth College"
Jim Davis,"Bachelor of Arts/Science, Middlebury College"
Deng Wen,
Ennio Doris & family,"Diploma, High School"
Bernard Ecclestone & family,
Alexander Frolov,"Doctorate, Moscow Institute of Physics and Technology"
Fiona Geminder,"Bachelor of Arts/Science, Monash University; LLB, Monash University"
Zarakh Iliev,
Viktor Kharitonin,"Bachelor of Arts/Science, Novosibirsk State University"
Steven Klinsky,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor"
Chris Larsen,"Bachelor of Arts/Science, San Francisco State University; Master of Business Administration, Stanford Graduate School of Business"
Angela Leong,"Diploma, High School"
Margarita Louis-Dreyfus & family,
John Middleton,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University"
Arnon Milchan,
Arturo Moreno,"Bachelor of Arts/Science, University of Arizona"
God Nisanov,"Diploma, Baku Institute of Law"
Benjamin Zhengmin Pan & family,Jiangsu Province Wujin Teacher School
Jay Paul,"Bachelor of Arts/Science, Boston University"
Remo Ruffini,
Patrick Ryan,"Bachelor of Arts/Science, Northwestern University"
RJ Scaringe,
Lynn Schusterman,"Drop Out, University of Miami"
Eric Ya Shen,
Daniel Tsai,"LLM, Georgetown University; LLB, National Taiwan University"
Tung Chee Chen,"Master of Science, Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool"
Bulat Utemuratov,
Frank VanderSloot,"Bachelor of Arts/Science, Brigham Young University"
Kelcy Warren,"Bachelor of Arts/Science, University of Texas Arlington"
Xu Yi,
Vladimir Yevtushenkov,"Bachelor of Arts/Science, Mendeleyev Chemical Engin; Master of Science, Moscow State University"
Somphote Ahunai,"Master of Business Administration, Joseph M. Katz Graduate School of Business"
John Arnold,"Bachelor of Arts/Science, Vanderbilt University"
Neal Blue & family,"Bachelor of Arts/Science, Yale University"
Alejandro Bulgheroni,
Dong Jinggui,
Joseph Edelman,"Master of Business Administration, New York University; Bachelor of Arts/Science, University of California, San Diego"
Charles Edelstenne,
Senapathy Gopalakrishnan,"Master of Science, Indian Institute of Technology"
B. Wayne Hughes,"Bachelor of Arts/Science, University of Southern California"
Ravi Jaipuria,
Samvel Karapetyan,"Bachelor of Arts/Science, Yerevan Polytechnic Institute"
Vyacheslav Kim,
Jim Koch,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University; Master of Business Administration, Harvard University"
"Andre Koo, Sr.","Master of Business Administration, Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University"
Yuri Kovalchuk,"Doctorate, St Petersburg State University"
Richard LeFrak & family,"Bachelor of Arts/Science, Amherst College; Doctor of Jurisprudence, Columbia University"
Kevin David Lehmann,
Horst Paulmann & family,
Jean (Gigi) Pritzker,"Bachelor of Arts/Science, Stanford University"
Qi Xiangdong,"Master of Business Administration, Beijing University of Science and Technology; Bachelor of Arts/Science, Changchun College of Posts and Telecommunications"
Renzo Rosso & family,
Stephen Rubin,
"Bernard Saul, II.","LLB, University of Virginia; Bachelor of Arts/Science, Villanova University"
Klaus-Peter Schulenberg,
Tahir & family,"Master of Business Administration, Golden Gate University; Bachelor of Arts/Science, Nan Yang University"
Lucio Tan,"Bachelor of Arts/Science, Far Eastern University"
Lottie Tham & family,
Wang Wenxue,
Hans Peter Wild,
"William Wrigley, Jr.","Bachelor of Arts/Science, Duke University"
Zhang Xin & Pan Shiyi,"Master of Arts, Cambridge University; Bachelor of Arts/Science, University of Sussex"
Giuliana Benetton,
Luciano Benetton,
Tomasz Biernacki,
Chey Tae-won,"Bachelor of Arts/Science, Korea University; Master of Science, University of Chicago"
John Collison,"Drop Out, Harvard University"
Patrick Collison,"Drop Out, Massachusetts Institute of Technology"
Jack Cowin,"Bachelor of Arts/Science, University of Western Ontario"
Archie Aldis Emmerson & family,"Diploma, High School"
Yoichi & Keiko Erikawa,
Juan Carlos Escotet,"Master, University of Miami"
Carlo Fidani,
Don Hankey,"Bachelor of Arts/Science, University of Southern California"
Otto Happel,
He Zhaoxi,"Bachelor of Engineering, Huazhong University of Science and Technology"
Heidi Horten,
Ke Zunhong & family,
Thai Lee,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard Business School"
Mikhail Lomtadze,"Master of Business Administration, Harvard Business School"
Ronald McAulay,"Master of Arts, University of Glasgow"
Maja Oeri,
James Packer,
John Sall,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University"
Naguib Sawiris,"Bachelor of Arts/Science, Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute"
Zygmunt Solorz-Zak,
Lawrence Stroll,
Rita Tong Liu,
Tsai Cheng-ta,Chinese Culture University
Tsai Hong-tu,"Law Degree, National Taiwan University; Ph.D, Southern Methodist University"
Steve Wynn,"Bachelor of Arts/Science, University of Pennsylvania"
Zhang Li,
Otto Philipp Braun,
John Caudwell,
Chi Yufeng,
Camilla de Godoy Bueno Grossi,
Antonio Del Valle Ruiz & family,
