Name,Education
Ferit Faik Sahenk,Bachelor
Eddy Kusnadi Sariaatmadja,Bachelor
Gil Shwed,
Song Zuowen,
Friede Springer,
Sybill Storz,
Pat Stryker,Uni Drop Out
Hans Sy,Bachelor
Herbert Sy,Bachelor
Andrew Tan,Bachelor
Tian Ming,
Wang Changtian,Bachelor
Richard White,
Cameron Winklevoss,Bachelor
Tyler Winklevoss,Bachelor
Xia Zuoquan,
Yin Xin,
Zhang Lei,Bachelor
Zhu Xingming,
Juan Abello,
Ben Ashkenazy,Uni Drop Out
Sid Bass,Master
Joesley Batista,
Wesley Batista,
Riley Bechtel & family,Doctor
Sanjeev Bikhchandani,Master
Cao Ji,
Chen Kaixuan,
Bennett Dorrance,Bachelor
Marcel Erni,
Walter Faria,
Fu Guangming & family,
Bob Gaglardi,Bachelor
Alfred Gantner,
Maggie Hardy Knox,Uni Drop Out
Hu Yangzhong,
Huang Qiaoling,
Huang Zhenda & family,
Bradley Jacobs,
Osman Kibar,Bachelor
Kim Taek-jin,Bachelor
Maritsa Lazari & family,
Pablo Legorreta,Bachelor
Liang Yunchao,Master
Samir Mehta,
Sudhir Mehta,
Farhad Moshiri,Bachelor
Patrice Motsepe,
Matt Moulding,Bachelor
Alexander Nesis,Bachelor
Benjamin Otto,
Lucy Peng,Bachelor
Sebastian Piñera & family,Doctor
Alexander Ponomarenko,Master
Chandru Raheja,Bachelor
Chad Richison,Bachelor
Arkady Rotenberg,Bachelor
Alejandro Santo Domingo,Bachelor
Paul Sciarra,Bachelor
Alexander Skorobogatko,Master
Jeff Sutton,Bachelor
Glen Taylor,Bachelor
Urs Wietlisbach,
Xu Yingzhuo,
Jon Yarbrough,Bachelor
Ye Fan & family,
William Ackman,Master
Abdulla bin Ahmad Al Ghurair & family,
Bai Baokun,
David Baszucki,
Aneel Bhusri,Bachelor
Norman Braman,Bachelor
Eva Maria Bucher-Haefner,
Vivek Chand Burman,Bachelor
John Catsimatidis,Uni Drop Out
Morris Chang,Bachelor
Chen Hua,
Chen Huwen,
Chen Huxiong,
Chen Tianshi,
James Clark,Bachelor
Jean Coutu & family,
Deng Weiming & family,
Bergit Douglas,
Doris Fisher,Bachelor
Gary Friedman,Uni Drop Out
Valentin Gapontsev & family,Bachelor
David Gottesman,Master
John Henry,
Alan Howard,Master
Micky Jagtiani,
Travis Kalanick,Uni Drop Out
Alicia Koplowitz,
Timur Kulibaev,Bachelor
Dinara Kulibaeva,Doctor
Li Liufa & family,Master
Li Sze Lim,University
Li Xiaohua & family,Master
Liu Ming Hui,Master
Lv Jianming,
Rudy Ma,Master
"Drayton McLane, Jr.",Bachelor
Hans Melchers,
Nguyen Thi Phuong Thao,
Philip Niarchos,
Alfred Oetker,
August Oetker,
Carl Ferdinand Oetker,
Christian Oetker,
Julia Oetker,
Richard Oetker,
Heloise Pratt,
Filiz Sahenk,
T. Denny Sanford,Bachelor
Karin Schick,
Hilton Schlosberg,
Rosely Schweizer,
Warren Stephens,Master
Konstantin Strukov,Master
Kenneth Tuchman,
Masateru Uno & family,
Stefan von Holtzbrinck,University
Lars Wingefors,
Wong Kwong Yu & family,
Xiong Wu,
Xu Jinfu,
Tony Xu,Master
Xu Zhihan,
Zhong Ruonong & family,
Miriam Baumann-Blocher,
Timothy Boyle,Bachelor
John Paul DeJoria,High School
Mitchell Goldhar,Bachelor
Luciano Hang,
Georg Haub,
Victor Jacobsson,Master
James Jannard,Uni Drop Out
Vinod Khosla,Master
Valentin Kipyatkov,Master
Lim Kok Thay,Bachelor
Lu Zhiqiang,Master
Sergio Mantegazza,
Franziska Wuerbser & Gabriella Meister,
Nan Cunhui,
Ou Zongrong & family,
Sean Parker,High School
Richard Peery,Bachelor
"H. Ross Perot, Jr.",Bachelor
Su Suyu & family,
Sun Shoukuan,
Harley Sy,Bachelor
"Henry Sy, Jr.",Bachelor
Teresita Sy-Coson,Bachelor
Tao Yuequn,
Tong Jinquan,
Tsai Ming-kai,Bachelor
Yitzhak Tshuva,
Oprah Winfrey,Bachelor
Zhang Wanzhen,
Mortimer Zuckerman,Master
Brian Acton,Bachelor
Rajendra Agarwal,
John Armitage,
Banwari Lal Bawri,
Girdhari Lal Bawri,
Guilherme Benchimol,Bachelor
Cai Dongchen,Master
Choo Chong Ngen,
Abilio dos Santos Diniz,Bachelor
"John Dorrance, III.",
Bruce Flatt,Bachelor
Stein Erik Hagen,
Caroline Hagen Kjos,
Hortensia Herrero,
Anthony Hsieh,Bachelor
Hal Jackman,
Brad Kelley,Uni Drop Out
Raj Kumar & Kishin RK,
Adam Kwok,Master
Lai Shixian,
Stephen Lansdown,
K.C. Liu,Bachelor
Aloke Lohia,
Kalanithi Maran,Master
C. Dean Metropoulos,Bachelor
Yuji Otsuka,
Daniel Pritzker,Doctor
Ren Jianhua,
Alexey Repik,Master
Steven Sarowitz,Bachelor
Yuri Shefler,Bachelor
Shum Chiu Hung & family,Master
Stephen Smith,Bachelor
Dan Snyder,Uni Drop Out
Helmut Sohmen,Doctor
Tung Chee Hwa,Bachelor
Pieter van der Does,
Wim van der Leegte,
Evan Williams,Uni Drop Out
Wu Guangming,Master
Yang Yuanxi,
Yu Qibing & family,
Charles Zegar,Bachelor
Zhaojiang Zhu,
John Arrillaga,Bachelor
Carol Jenkins Barnett,Bachelor
William Berkley,Master
Markus Blocher,
Andrei Bokarev,Bachelor
Jim Breyer,Master
Charles Bronfman,Bachelor
Byju Raveendran and Divya Gokulnath,
Chang Jing,
Leon G. Cooperman,Master
Jose Luis Cutrale,
Gerald Ford,Bachelor
Phillip Frost,Bachelor
Mikhail Gutseriev,Bachelor
Hans-Werner Hector,Master
Hu Kun,
"Jeremy Jacobs, Sr. & family",Bachelor
Mark & Robyn Jones,
Hans Langer,
Lee Hae-jin,Master
Liang Feng,
Lin Ming-hsiung,
Mohamed Mansour,Master
Harsh Mariwala,Bachelor
Najib Mikati,Bachelor
Taha Mikati,Bachelor
Pedro Moreira Salles,Bachelor
José Neves,
Jerry Ng,Bachelor
Nandan Nilekani,Bachelor
Ravi Pillai,
Victor Pinchuk,Doctor
Matthew Prince,Master
John Pritzker,Bachelor
Rajan Raheja & family,Bachelor
Matthias Reinhart,
Ruan Shuilong & family,
Rodney Sacks,Master
Carlos Sanchez,
Kavitark Ram Shriram,Bachelor
André Street,Bachelor
Sun Mengquan & family,
Daniel Sundheim,
Torsten Toeller,
Peter Unger,
Wang Wenmo,
Xie Juhua & family,
Xu Shaochun,
Eddie & Sol Zakay,
Zhao Tao,Master
Michael Ashley,
Yvonne Bauer,
Alberto Bombassei,
Richard Chandler,
David Chen,Bachelor
Chen Jinxia,Bachelor
Chen Xiao Ying,
Chen Xueli,
Kiat Chiaravanont,
Todd Christopher,
Mark Coombs,
Luigi Cremonini & family,
Smita Crishna-Godrej,
Dai Lizhong,Master
Eduardo de Pontes,
Chetan Dube,Bachelor
Stephen Feinberg,Bachelor
Abhay Firodia,
Fu Mingkang & family,
Gao Jifan & family,Master
Geng Jianming,Master
Sebastian Glaser,
Adi Godrej,Bachelor
Jamshyd Godrej,Bachelor
Nadir Godrej,Master
Philip & Cristina Green,
Lawrence Ho,Bachelor
Donald Horton,Bachelor
Douglas Hsu,Bachelor
Koo Kwang-mo,Bachelor
Jonathan Kwok,Bachelor
Luo Yangyong & family,
Gail Miller,Uni Drop Out
Robert Miller,Bachelor
Vadim Moshkovich,Bachelor
Erwin Franz Mueller,
Rishad Naoroji,Associate
Madhukar Parekh,Bachelor
Gregorio Perez Companc & family,hs dropout
Dmitry Pumpyansky,Master
Austin Russell,Uni Drop Out
Hussain Sajwani,Bachelor
Jean Salata,Bachelor
Karin Sartorius-Herbst,
Alice Schwartz,Bachelor
Antonio Luiz Seabra,
Shen Wenrong,
Renate Sick-Glaser,
William Stone,Bachelor
Elizabeth Sy,Bachelor
Tony Tan Caktiong & family,
Tang Jinkui & family,
Roman Trotsenko,Master
Donald Trump,Bachelor
T.Y. Tsai,Master
John Tyson,Bachelor
David Wertheim,
Xiong Shaoming,Bachelor
Yang Jianliang & family,
Michael Ying,
Zhang Ning & family,
Zhang Zhixiang,Doctor
Zhao Hongfei,
Bill and Jean Adderley & family,
Bill Alfond,
Susan Alfond,
Ted Alfond,
Carlos Ardila Lülle,Bachelor
Semahat Sevim Arsel,
Sezai Bacaksiz,
Suhail Bahwan,
Bang Jun-hyuk,
Bang Shi-hyuk,
Anand Burman,Bachelor
Cao Longxiang & family,
Vanich Chaiyawan,
Chen Zhisong,Bachelor
Jim Coulter,Bachelor
"Edward DeBartolo, Jr.",Bachelor
Maria Del Pino,Bachelor
Deng Yingzhong,
Bob Ell,
Sandeep Engineer,
Fong Yun Wah,
Lindsay Fox,
Mario Germano Giuliani,Bachelor
Harsh Goenka,Bachelor
Noam Gottesman,Bachelor
Joseph Grendys,Bachelor
Guan Yihong,
David Hains,Bachelor
Michael Hintze,Master
Stewart Horejsi & family,
Hua Xuande & family,
Jared Isaacman,Bachelor
David Jiang,
Jiang Weiping & family,Bachelor
Boris Jordan,
Baba Kalyani,Master
Jim Kavanaugh,Bachelor
Mustafa Rahmi Koc,Bachelor
Eiichi Kuriwada,High School
Lai Jianfa,Master
Lam Kong,Bachelor
David Xueling Li,
Li Xuhui,
Liang Zhaoxian,Bachelor
Liu Ming Chung,
Alexander Mamut,Bachelor
Daniel Mate,Bachelor
Clayton Mathile,Bachelor
Aristotelis Mistakidis,Bachelor
Fernando Roberto Moreira Salles,Bachelor
Joao Moreira Salles,
Walther Moreira Salles Junior,Bachelor
Eugene Murtagh,
Nihat Ozdemir,
Gretel Packer,
Andrew Paradise,Bachelor
Karl-Johan Persson,Bachelor
Tom Persson,
Stewart Rahr,Bachelor
Krit Ratanarak,
Michael Saylor,Bachelor
"Karl Scheufele, III. & family",
Stephan Schmidheiny,Doctor
Vijay Shekhar Sharma,Bachelor
Charlotte Soderstrom,
Sun Huaiqing & family,Master
Sze Man Bok,
Katsumi Tada,
Ted Turner,Bachelor
Jitendra Virwani,Bachelor
Arkady Volozh,Master
Lang Walker,High School
Wei Ying-Chiao,
Wu Zhongyi,Bachelor
Elaine Wynn,Bachelor
Xu Chuanhua & family,
Jerry Yang,Bachelor
Yang Weidong & family,
Barry Zekelman,Uni Drop Out
Zhang Xuezheng,
Zhang Yin,
Kostyantin Zhevago,Bachelor
Jose Joao Abdalla Filho,
Abdulla Al Futtaim & family,
Ramon Ang,Bachelor
Bill Austin,High School
Acharya Balkrishna,
Richard Barton,Bachelor
Edward Bass,Bachelor
Thor Bjorgolfsson,Bachelor
Nikolai Buinov,
Bruce Cheng,Bachelor
Chin Jong Hwa,University
Jai Hari & Yadu Hari Dalmia & family,
Dermot Desmond,
K. Dinesh,Master
"Frank Fertitta, III.",Bachelor
Lorenzo Fertitta,Master
Maria Franca Fissolo,
Serge Godin,Master
Gu Wei,
Jeffrey Gundlach,Bachelor
Guo Jiangang,
Carlos Hank Rhon,Bachelor
Gerry Harvey,
Huang Guanlin,Bachelor
Huang Wei,University
Hui Lin Chit,
Randal J. Kirk,Bachelor
Leo Koguan,Master
Miguel Krigsner,
Kwek Leng Kee,
Thomas Kwok,Bachelor
Lau Cho Kun,
Jeff Lawson,Bachelor
Max Levchin,Bachelor
Li Guoqing,
Li Shuirong,
Li Yongqing,
Liang Xinjun,Bachelor
Lin Chang Su-O,
Lin Fanlian,
Scott Lin,Bachelor
Mao Zhongwu,Bachelor
David McMurtry,
Rubens Menin Teixeira de Souza,Bachelor
Mi Enhua,
Bob Parsons,Bachelor
Catherine Phillips,
John Phillips,Master
Arvind Poddar,
Qian Ying,
Phillip T. (Terry) Ragon,Bachelor
Alberto Roemmers,
Shashi & Ravi Ruia,
Vlad Shmunis,Bachelor
Alberto Siccardi & family,Master
Sebastian Siemiatkowski,Master
Salil Singhal,
Dean Solon,Uni Drop Out
Timothy Springer,Ph.D
Peter Spuhler,
Tang Yiu,
Tran Dinh Long,
Anna Katharina Viessmann,
David Walentas,Bachelor
Wu Lanlan & family,Master
Wu Yiling,MD
Xiang Wenbo,Master
Xie Liangzhi & family,Ph.D
Xu Yuejuan,
Shintaro Yamada,
Yang Jian,
Gavril Yushvaev,
Zhang Jingzhang & family,
Michael Ashcroft,
George Bishop,
Julio Bozano,
Herb Chambers,
Andrew & Peggy Cherng,Master
Jacques D'Amours,
Ray Davis,Master
Diao Zhizhong,
Michael Federmann & family,
William Fisher,Bachelor
Bernard Fraisse,
Fabricio Garcia,Bachelor
Flavia Bittar Garcia Faleiros,
Gordon Getty,Bachelor
Philippe Ginestet & family,
Gong Yingying,Bachelor
Lutz Mario Helmig,
Ilkka Herlin,
Arthur Xiaobo Hong,
Hong Feng,Master
Huang Shih Tsai,
Jiang Yehua & family,
Keeree Kanjanapas,
Alexander Karp,Bachelor
Bruce Karsh,Bachelor
Mustafa Kucuk,
Dominika Kulczyk,Master
Philippe Laffont,Master
Henry Laufer,Bachelor
Frank Laukien,Doctor
Mark Leonard & family,Master
Li Wanqiang,
Li Weiwei,
Lin Chen-hai,
Lin Yinsun,Master
Liu Zhongtian & family,University
Daniel Lubetzky,Bachelor
Prayudh Mahagitsiri,
Igor Makarov,Bachelor
Kishore Mariwala,Bachelor
Howard Marks,Bachelor
Katarina Martinson,
Vincent McMahon,Bachelor
David Murdock,hs dropout
Vikas Oberoi,Bachelor
Erik Paulsson & family,
Roger Penske,Uni Drop Out
Florentino Perez,
Phil Ruffin,Uni Drop Out
Richard Sands,Doctor
Robert Sands,Master
Dieter Schnabel,
Christiane Schoeller,
Jeffrey Talpins,Bachelor
Timur Turlov,Bachelor
Sandro Veronesi & family,Bachelor
Wang Chou-hsiong,Master
Wang Minwen,
Weng Xianding,
Michael Xie,Master
Yuan Fugen & family,
Zhao Fenggang,
Zhou Zongwen & family,
S. Daniel Abraham,High School
Isak Andic & family,
Roberto Angelini Rossi,Bachelor
Masaaki Arai,
George Argyros & family,Bachelor
Pavel Baudis,
Anne Beaufour,
Henri Beaufour,
Brett Blundy,
J. Hyatt Brown,Bachelor
Dai Wenjun,
Sol Daurella,
John de Mol,
Dou Zhenggang,
Glenn Dubin,Bachelor
John Elkann,Bachelor
Ibrahim Erdemoglu,
Andy Fang,Bachelor
Fang Hongbo,
Kenneth Feld & family,Bachelor
Walter Frey,Bachelor
Yasuhiro Fukushima,Bachelor
Dennis Gillings,
Sam Goi,
Bahaa Hariri,Bachelor
Ilona Herlin,
Jeffery Hildebrand,Bachelor
J. Tomilson Hill,Master
Orion Hindawi,Uni Drop Out
Reid Hoffman,Master
Hou Juncheng,
W. Herbert Hunt,
George Joseph,Bachelor
Ke Yunfeng & family,
Sergei Kolesnikov,Master
Thomas Lee,Bachelor
Peter Leibinger,
Regine Leibinger,
Nicola Leibinger-Kammueller,
Solomon Lew,
Li Yong,
Liu Yachao,
Jeffrey Lorberbaum,Bachelor
Jed McCaleb,
Craig McCaw,Bachelor
Miao Yongjun,
Robert Miller,Bachelor
Charles Munger,Doctor
David Nahmad,
Jonathan Nelson,Bachelor
Pierre Karl Péladeau,
Kevin Plank,Master
Alberto Prada,
Marina Prada,
Mahendra Prasad,
Jennifer Pritzker,Bachelor
Linda Pritzker,
"Joe Rogers, Jr.",
Igor Rybakov,Master
Sathien Setthasit,
Mikhail Shelkov,Master
Shen Xiqiang & family,
Thaksin Shinawatra,Master
Martua Sitorus,
Sylvia Stroeher,
Alexander Svetakov,Bachelor
Stanley Tang,Bachelor
Tang Xiuguo,Bachelor
Alain Taravella,
Wichai Thongtang,
Arvind Tiku,
Hamdi Ulukaya,
Georg von Opel,University
Wang Chaobin,
Wang Zhenghua,
Wei Ing-Chou,
Horst Wortmann,
Wu Junbao,
Wu Kai,Ph.D
Amy Wyss,Bachelor
Xue Xiangdong & family,Bachelor
Yan Zhi,Master
William Young,Bachelor
Zhang Xuansong,
Noubar Afeyan,Ph.D
Aziz Akhannouch & family,Master
Joao Alves de Queiroz Filho,Bachelor
Andrey Andreev,
Felix Baker,
Julian Baker,
Lee Bass,Master
Andrey Blokh,
Josef Boquoi & family,
Nicola Bulgari,High School
Chen Shiliang,
Chen Tei-fu,Bachelor
Chung Yong-jin,Bachelor
Thierry Cruanes,Master
Benoit Dageville,Bachelor
Beda Diethelm,
James Dinan,Master
Mark Dixon,
Bulent Eczacibasi,Bachelor
Fred Ehrsam,Bachelor
Francois Feuillet,
Robert Fisher,Bachelor
"William Foley, II.",
Gao Yi & family,
Gao Yu,Bachelor
Sanjiv Goenka,Bachelor
Surjit Kumar Gupta,
Yusuf Hamied,Doctor
Shmuel Harlap,
Bill Haslam,Bachelor
Roberto Hernandez Ramirez,Bachelor
Huang Jiangji,
Stanley Hubbard,Bachelor
Arthur Irving,
Hamilton James,Bachelor
Jiang Zhaobai,
Ke Jinlong & family,
Ke Kangbao & family,
Michael Kim,Master
Ipek Kirac,
Kurt Krieger,
Christopher Kwok,Bachelor
Edward Kwok,
Alexis Lê-Quôc,
Li Guangyu,Master
Li Hongjing,
Li Jiaquan,
Li Min,
Lin Dingqiang & family,
Louise Lindh,
Yusaku Maezawa,
Anand Mahindra,Bachelor
Willy Michel,
Lachhman Das Mittal,Bachelor
Ermirio Pereira de Moraes,Bachelor
Maria Helena Moraes Scripilliti,High School
Stefan Olsson,
Peng Yongdong,
Olivier Pomel,Master
Larry Robbins,Bachelor
Brian Roberts,Bachelor
Christopher Rokos,Bachelor
S.D. Shibulal,
Evgeny (Eugene) Shvidler,
Frank Slootman,Bachelor
Sergio Stevanato,Master
Kevin Systrom,Bachelor
Tan Lili,
David Teoh & family,
Patrizio Vinciarelli,Ph.D
Todd Wagner,Bachelor
Wan Long,
Wang Jian,
Wang Jilei,
Wang Junshi & family,
Wei Yin-Chun,
Wei Yin-Heng,
Stephen Winn,Master
Gordon Wu,Bachelor
Yang Xuegang,
Yu Huijiao,
Zeng Kaitian,
Changpeng Zhao,
Zhu Xingliang,Bachelor
Zhu Yiwen & family,
Anita Zucker,Bachelor
Mohamed Al Fayed,
Leslie Alexander,Bachelor
Joachim Ante,
Roman Avdeev,Bachelor
Arun Bharat Ram,Bachelor
O. Francis Biondi,
John Bloor,
Vladimir Bogdanov,Bachelor
David Booth,Bachelor
Cai Mingtong,
Yvon Chouinard,
Jack Cockwell,
Kommer Damen,
D. Leopoldo Del Pino,
Jamie Dimon,Master
Robert Duggan,Uni Drop Out
Faruk Eczacibasi,
N. Murray Edwards,
Anthony Eisen,Bachelor
Ali Erdemoglu,
James France,Bachelor
Mario Gabelli,Master
Reinold Geiger,Master
Rolf Gerling,Bachelor
Ali Ghodsi,Ph.D
Carl Hansen,Ph.D
He Xinming family,
William Heinecke,
Brian Higgins,Bachelor
David Hindawi,
Drew Houston,Bachelor
Thomas James,Master
Stephen Jarislowsky,Bachelor
Jin Huiming,
Willis Johnson,
Dmitry Kamenshchik,Bachelor
Ihor Kolomoyskyy,Master
Marc Lasry,Bachelor
Lee Boo-jin,Bachelor
Lei Jufang,Bachelor
Wolfgang Leitner,
Li Rucheng,
Vincent Lo,Bachelor
Juan Lopez-Belmonte Lopez & family,
Lv Dalong,
Joao Roberto Marinho,
Jose Roberto Marinho,
Roberto Irineu Marinho,
Miao Shouliang,
Romano Minozzi,Bachelor
Nick Molnar,Bachelor
Oei Hong Leong,
Kazuo Okada,
John Oyler,Bachelor
Husnu Ozyegin,Master
Tor Peterson,Bachelor
Jorge Pinheiro Koren de Lima,
Candido Pinheiro Koren de Lima Junior,
Pu Zhongjie & family,
Qin Long,
Alvaro Saieh Bendeck,
Glenn Sanford,
Leonard Schleifer,Bachelor
Shang Xiaobo & family,
Shi Wen-long,
Shi Yifeng,Master
Sergei Studennikov,Bachelor
Sun Guangxin,Master
Henry Swieca,Master
Tan Yu Yeh,
Torbjorn Tornqvist,University
Martin Viessmann,Uni Drop Out
Wang Lizhan,
Wei Lidong & family,Bachelor
Kanye West,Uni Drop Out
Wu Bo,
Wu Kaiting,
Wu Xushun & family,
Xu Guozhong & family,
Yang Tingdong,
Zhang Xuexin & family,
Zhang Yubai,
Zhao Weiguo,
Chirayu Amin,Bachelor
Marc Andreessen,Bachelor
Vasily Anisimov,Bachelor
Sabrina Benetton,
Nicolas Berggruen,Bachelor
Alex Birkenstock,
Christian Birkenstock,
Henadiy Boholyubov,
Peter Buck,Bachelor
Saket Burman,Bachelor
Stewart Butterfield,Master
Giuliana Caprotti,
Marina Caprotti,
R.G. Chandramogan,
Richard Chang,
Chao Teng-hsiung,
Chen Guoxiang & family,
Tony Chen,Bachelor
Chen Wenyuan & family,
Chen Xueling,
Cheng Xianfeng,
Daniel Chiu,
Ivan Chrenko,
Brunello Cucinelli & family,
Alexandra Daitch,
Henry Engelhardt,Master
Philip Fayer,
David Feffer,Master
Paul Foster,Bachelor
Bernd Freier,
Robert Friedland,Bachelor
Giammaria Giuliani,
G. Gnanalingam,Master
Christopher Goldsbury,Bachelor
Said Gutseriev,Bachelor
Chang-Woo Han & family,
John Hancock,Master
Patrick Hanrahan,Bachelor
Christoph Henkel,
Anurang Jain,Master
Devendra Jain,Bachelor
Jia Tianjiang & family,
Eric Jing,
Chatchai Kaewbootta,
Sergei Katsiev,Bachelor
Kim Sang-yeol,Bachelor
Kagemasa Kozuki,Bachelor
Edward Lampert,Bachelor
Lee Joon-ho,Doctor
Lee Seo-hyun,Bachelor
Jimmy John Liautaud,High School
David Lichtenstein,
Bill Liu,
Lu Di,
Ma Xiuhui,
Sarah MacMillan,
Yves-Loic Martin,
Todd McKinnon,Bachelor
Shalom Meckenzie,High School
Gary Michelson,MD
Narendrakumar Parekh,
Jorge Perez,Bachelor
Markus Persson,
Nicholas Pritzker,Bachelor
Theodore Rachmat,Bachelor
Megdet Rahimkulov & family,Bachelor
Jerry Reinsdorf,Bachelor
Mochtar Riady & family,
Bianca Rinehart,
Ginia Rinehart,
Fernando Roig,
Sheryl Sandberg,Master
Andres Santo Domingo,Bachelor
Ivan Savvidis,Master
Shao Genhuo,Doctor
Shao Qinxiang,
Rajju Shroff,Bachelor
Lucy Stitzer,
Djoko Susanto,
Peter Szulczewski,Bachelor
Vonnarat Tangkaravakoon,Bachelor
Ion Tiriac,
Robert Toennies,
Tung Ching Sai,
Pavel Tykac,Master
Rufino Vigil Gonzalez,Bachelor
Wang Junmin,
Wang Yanqing & family,
Charlotte Colket Weber,Bachelor
Hope Welker,
Wu Ying,
Wu Yulan,
Xie Weitong,
Xu Xudong & family,
Yang Yunyun,
Ye Yanqiao,
Zeng Chaoyi,
Zhang Guiping & family,Bachelor
Faisal Bin Qassim Al Thani,
Patricia Angelini Rossi,
Lesley Bamberger,
William Boyd,
Bernhard Braun-Luedicke,
Eva Maria Braun-Luedicke,
Friederike Braun-Luedicke,
Amit Burman,Master
Jean-Pierre Cayard,
Chen Kaichen,
Chen Qiongxiang,
Chen Xuehua,
Chen Yung-tai,Bachelor
Chen Zemin & family,
Ryan Cohen,
Norbert Dentressangle,
Mohammed Dewji,
Ding Lieming & family,Doctor
Domenico Dolce,
Lisa Draexlmaier,
Alfredo Egydio Arruda Villela Filho,Master
Daniel Feffer,Master
Jorge Feffer,
Ruben Feffer,
Henrik Fisker,Bachelor
Miguel Fluxa Rossello,
Donald Foss,
Susumu Fujita,
Stefano Gabbana,Bachelor
Alexandre Grendene Bartelle,
Geeta Gupta-Fisker,Ph.D
Heikki Herlin,
Asok Kumar Hiranandani,
Niranjan Hiranandani,Bachelor
Ho Hung Anh,Bachelor
Huang Zhengcong,
"B. Wayne Hughes, Jr.",Bachelor
Jiang Yintai & family,
Michael Jordan,Bachelor
Ke Guihua,
Alexander Klyachin,Bachelor
William Koch,Bachelor
Sebastian Kulczyk,Master
Robert Langer,Bachelor
Manuel Lao Hernandez,
Michael Lee-Chin,Bachelor
Li Li,Bachelor
Li Zhen & family,
Liang Yanfeng & family,
Jenny Lindén Urnes,
Liu Yingqi,
Catherine Lozick,
Gary Magness,Uni Drop Out
Mao Lixiang & family,
David Mindus,Master
Massimo Moratti,
Mario Moretti Polegato & family,
Ni Zugen,
Kentaro Ogawa,
Tomas Olivo Lopez,
Rubens Ometto Silveira Mello,Bachelor
Pan Gang,
Ajay Parekh,
David Paul,Master
Nelson Peltz,Uni Drop Out
Petro Poroshenko,Bachelor
G. Rajendran,
P.P. Reddy,
Francisco Jose Riberas Mera,
Juan Maria Riberas Mera,
Subhash Runwal,Bachelor
Deniz Sahenk,
Bhadresh Shah,Bachelor
Shen Hua & family,
Barry Silbert,
Leonid Simanovsky,Bachelor
Peter Sperling,Bachelor
Sun Weijie,Bachelor
Tang Jianfang,
Prachak Tangkaravakoon,
Clemens Toennies,
Tran Ba Duong & family,
Tseng Cheng,
Tung Ching Bor,
Shigefumi Wada,Bachelor
Wang Qinghua,
Wang Xuechao,
Wang Yiran,
Myron Wentz,
Ian Wood & family,
Wu Chaoqun,
Wu Yingming,
Xie Bingkun & family,
Xiu Laigui,
Yang Erzhu,Bachelor
Yang Lijuan,
Yao Kuizhang,
Yu Peidi,
David Zalik,Uni Drop Out
Zhang Cheng Fei,
Zhang Keqiang,Master
Zhang Shilong & family,
Zhang Xiaojuan,
Zhang Yuanlin,
Antti Aarnio-Wihuri,
Hamdi Akin & family,
"Herbert Allen, Jr. & family",Bachelor
Harindarpal Banga,
Ulrike Baro,
Alex Beard,Master
Barbara Benetton,
Paolo Bulgari,
Ron Burkle,High School
Ahmet Calik,
Steve Case,Bachelor
Safra Catz,Doctor
Chen Baohua,Bachelor
Chen Xianbao & family,
Chen Xiaohui,Master
Manas Chiaravanond,
Phongthep Chiaravanont,Master
Prathip Chiravanond,
Alberto Cortina,Doctor
Bharat Desai,Bachelor
Tim Draper,
John Farber,Ph.D
Gary Fegel,Master
John Foley,Bachelor
Geng Diangen,Master
Alan Gerry,hs dropout
Esther Grether,
Bill Gross,Master
Sue Gross,Associate
Guo Ziwen,
Torstein Hagen,
Huang Wen Tsai,
Huang Wenbiao,
Huh Jae-myung,Master
Ke Xiping & family,University
Kim Jun-ki,Bachelor
Seth Klarman,Bachelor
Pyotr Kondrashev,Bachelor
Raymond Kwok,Master
Heikki Kyostila,
Arvind Lal,
Anthony Langley,
Christian Latouche,
Gary Lauder,Master
James Leininger,Bachelor
Lin Zhijun,
Lin Zhixiong & family,
Vladimir Litvinenko,Master
Liu Xiucai & family,
Lu Zongjun,
Duncan MacMillan,
Youssef Mansour,Master
George Marcus,Bachelor
Strive Masiyiwa,Bachelor
Billy Joe (Red) McCombs,Uni Drop Out
Lorinc Meszaros,
Jerry Moyes,
Marius Nacht,Bachelor
Ezra Nahmad,
Niti Osathanugrah,
Alberto Palatchi,
Sushilkumar Parekh,
Lirio Parisotto,
Mark Pincus,Master
Michael Polsky,Master
P.V.Krishna Reddy,
Prathap Reddy,
Satish Reddy,Bachelor
Ren Jinsheng & family,Master
Helena Revoredo,Bachelor
Matthew Roszak,Bachelor
Vinod Saraf,Master
Fayez Sarofim,Master
Steven Schuurman,
Basudeo Singh,Master
Ryan Smith,Bachelor
Peter Sondakh,
Sun Qinghuan,
Sun Yonghui,
Luc Tack,
Fernando Trajano,
August Troendle,MD
Kenny Troutt,Bachelor
John Van Lieshout,High School
Radha Vembu,Bachelor
Wang Huiwen,Bachelor
Wang Wenbiao,
Wang Yaohai,
Wang Zelong,
Wang Zhentao & family,
Wen Yilong,
Thomas Wu,Bachelor
Wu Zhenxing,
Xiang Guangming & family,
Xu Gang,
Xu Wanmao,
Jane Yan & family,Bachelor
Ye Cheng,
Yi Dasheng,
Yu Rong,
Yuan Zhimin & family,Master
Zeng Chaolin,
Zhong Sheng Jian,
Zhou Jian,
Zhu Yiming,
Zhuang Kuilong & family,
Anu Aga,Bachelor
Farkhad Akhmedov,
Alberto Alcocer,Doctor
Alexandra Andresen,
