Name,Education
C. Dean Metropoulos,3
Yuji Otsuka,
Daniel Pritzker,5
Ren Jianhua,
Alexey Repik,4
Steven Sarowitz,3
Yuri Shefler,3
Shum Chiu Hung & family,4
Stephen Smith,3
Dan Snyder,2
Helmut Sohmen,5
Tung Chee Hwa,3
Pieter van der Does,
Wim van der Leegte,
Evan Williams,2
Wu Guangming,4
Yang Yuanxi,
Yu Qibing & family,
Charles Zegar,3
Zhaojiang Zhu,
John Arrillaga,3
Carol Jenkins Barnett,3
William Berkley,4
Markus Blocher,
Andrei Bokarev,3
Jim Breyer,4
Charles Bronfman,3
Byju Raveendran and Divya Gokulnath,
Chang Jing,
Leon G. Cooperman,4
Jose Luis Cutrale,
Gerald Ford,3
Phillip Frost,3
Mikhail Gutseriev,3
Hans-Werner Hector,4
Hu Kun,
"Jeremy Jacobs, Sr. & family",3
Mark & Robyn Jones,
Hans Langer,
Lee Hae-jin,4
Liang Feng,
Lin Ming-hsiung,
Mohamed Mansour,4
Harsh Mariwala,3
Najib Mikati,3
Taha Mikati,3
Pedro Moreira Salles,3
José Neves,
Jerry Ng,3
Nandan Nilekani,3
Ravi Pillai,
Victor Pinchuk,5
Matthew Prince,4
John Pritzker,3
Rajan Raheja & family,3
Matthias Reinhart,
Ruan Shuilong & family,
Rodney Sacks,4
Carlos Sanchez,
Kavitark Ram Shriram,3
André Street,3
Sun Mengquan & family,
Daniel Sundheim,
Torsten Toeller,
Peter Unger,
Wang Wenmo,
Xie Juhua & family,
Xu Shaochun,
Eddie & Sol Zakay,
Zhao Tao,4
Michael Ashley,
Yvonne Bauer,
Alberto Bombassei,
Richard Chandler,
David Chen,3
Chen Jinxia,3
Chen Xiao Ying,
Chen Xueli,
Kiat Chiaravanont,
Todd Christopher,
Mark Coombs,
Luigi Cremonini & family,
Smita Crishna-Godrej,
Dai Lizhong,4
Eduardo de Pontes,
Chetan Dube,3
Stephen Feinberg,3
Abhay Firodia,
Fu Mingkang & family,
Gao Jifan & family,4
Geng Jianming,4
Sebastian Glaser,
Adi Godrej,3
Jamshyd Godrej,3
Nadir Godrej,4
Philip & Cristina Green,
Lawrence Ho,3
Donald Horton,3
Douglas Hsu,3
Koo Kwang-mo,3
Jonathan Kwok,3
Luo Yangyong & family,
Gail Miller,2
Robert Miller,3
Vadim Moshkovich,3
Erwin Franz Mueller,
Rishad Naoroji,3
Madhukar Parekh,3
Gregorio Perez Companc & family,0
Dmitry Pumpyansky,4
Austin Russell,2
Hussain Sajwani,3
Jean Salata,3
Karin Sartorius-Herbst,
Alice Schwartz,3
Antonio Luiz Seabra,
Shen Wenrong,
Renate Sick-Glaser,
William Stone,3
Elizabeth Sy,3
Tony Tan Caktiong & family,
Tang Jinkui & family,
Roman Trotsenko,4
Donald Trump,3
T.Y. Tsai,4
John Tyson,3
David Wertheim,
Xiong Shaoming,3
Yang Jianliang & family,
Michael Ying,
Zhang Ning & family,
Zhang Zhixiang,5
Zhao Hongfei,
Bill and Jean Adderley & family,
Bill Alfond,
Susan Alfond,
Ted Alfond,
Carlos Ardila Lülle,3
Semahat Sevim Arsel,
Sezai Bacaksiz,
Suhail Bahwan,
Bang Jun-hyuk,
Bang Shi-hyuk,
Anand Burman,3
Cao Longxiang & family,
Vanich Chaiyawan,
Chen Zhisong,3
Jim Coulter,3
"Edward DeBartolo, Jr.",3
Maria Del Pino,3
Deng Yingzhong,
Bob Ell,
Sandeep Engineer,
Fong Yun Wah,
Lindsay Fox,
Mario Germano Giuliani,3
Harsh Goenka,3
Noam Gottesman,3
Joseph Grendys,3
Guan Yihong,
David Hains,3
Michael Hintze,4
Stewart Horejsi & family,
Hua Xuande & family,
Jared Isaacman,3
David Jiang,
Jiang Weiping & family,3
Boris Jordan,
Baba Kalyani,4
Jim Kavanaugh,3
Mustafa Rahmi Koc,3
Eiichi Kuriwada,1
Lai Jianfa,4
Lam Kong,3
David Xueling Li,
Li Xuhui,
Liang Zhaoxian,3
Liu Ming Chung,
Alexander Mamut,3
Daniel Mate,3
Clayton Mathile,3
Aristotelis Mistakidis,3
Fernando Roberto Moreira Salles,3
Joao Moreira Salles,
Walther Moreira Salles Junior,3
Eugene Murtagh,
Nihat Ozdemir,
Gretel Packer,
Andrew Paradise,3
Karl-Johan Persson,3
Tom Persson,
Stewart Rahr,3
Krit Ratanarak,
Michael Saylor,3
"Karl Scheufele, III. & family",
Stephan Schmidheiny,5
Vijay Shekhar Sharma,3
Charlotte Soderstrom,
Sun Huaiqing & family,4
Sze Man Bok,
Katsumi Tada,
Ted Turner,3
Jitendra Virwani,3
Arkady Volozh,4
Lang Walker,1
Wei Ying-Chiao,
Wu Zhongyi,3
Elaine Wynn,3
Xu Chuanhua & family,
Jerry Yang,3
Yang Weidong & family,
Barry Zekelman,2
Zhang Xuezheng,
Zhang Yin,
Kostyantin Zhevago,3
Jose Joao Abdalla Filho,
Abdulla Al Futtaim & family,
Ramon Ang,3
Bill Austin,1
Acharya Balkrishna,
Richard Barton,3
Edward Bass,3
Thor Bjorgolfsson,3
Nikolai Buinov,
Bruce Cheng,3
Chin Jong Hwa,3
Jai Hari & Yadu Hari Dalmia & family,
Dermot Desmond,
K. Dinesh,4
"Frank Fertitta, III.",3
Lorenzo Fertitta,4
Maria Franca Fissolo,
Serge Godin,4
Gu Wei,
Jeffrey Gundlach,3
Guo Jiangang,
Carlos Hank Rhon,3
Gerry Harvey,
Huang Guanlin,3
Huang Wei,3
Hui Lin Chit,
Randal J. Kirk,3
Leo Koguan,4
Miguel Krigsner,
Kwek Leng Kee,
Thomas Kwok,3
Lau Cho Kun,
Jeff Lawson,3
Max Levchin,3
Li Guoqing,
Li Shuirong,
Li Yongqing,
Liang Xinjun,3
Lin Chang Su-O,
Lin Fanlian,
Scott Lin,3
Mao Zhongwu,3
David McMurtry,
Rubens Menin Teixeira de Souza,3
Mi Enhua,
Bob Parsons,3
Catherine Phillips,
John Phillips,4
Arvind Poddar,
Qian Ying,
Phillip T. (Terry) Ragon,3
Alberto Roemmers,
Shashi & Ravi Ruia,
Vlad Shmunis,3
Alberto Siccardi & family,4
Sebastian Siemiatkowski,4
Salil Singhal,
Dean Solon,2
Timothy Springer,5
Peter Spuhler,
Tang Yiu,
Tran Dinh Long,
Anna Katharina Viessmann,
David Walentas,3
Wu Lanlan & family,4
Wu Yiling,5
Xiang Wenbo,4
Xie Liangzhi & family,5
Xu Yuejuan,
Shintaro Yamada,
Yang Jian,
Gavril Yushvaev,
Zhang Jingzhang & family,
Michael Ashcroft,
George Bishop,
Julio Bozano,
Herb Chambers,
Andrew & Peggy Cherng,4
Jacques D'Amours,
Ray Davis,4
Diao Zhizhong,
Michael Federmann & family,
William Fisher,3
Bernard Fraisse,
Fabricio Garcia,3
Flavia Bittar Garcia Faleiros,
Gordon Getty,3
Philippe Ginestet & family,
Gong Yingying,3
Lutz Mario Helmig,
Ilkka Herlin,
Arthur Xiaobo Hong,
Hong Feng,4
Huang Shih Tsai,
Jiang Yehua & family,
Keeree Kanjanapas,
Alexander Karp,3
Bruce Karsh,3
Mustafa Kucuk,
Dominika Kulczyk,4
Philippe Laffont,4
Henry Laufer,3
Frank Laukien,5
Mark Leonard & family,4
Li Wanqiang,
Li Weiwei,
Lin Chen-hai,
Lin Yinsun,4
Liu Zhongtian & family,3
Daniel Lubetzky,3
Prayudh Mahagitsiri,
Igor Makarov,3
Kishore Mariwala,3
Howard Marks,3
Katarina Martinson,
Vincent McMahon,3
David Murdock,0
Vikas Oberoi,3
Erik Paulsson & family,
Roger Penske,2
Florentino Perez,
Phil Ruffin,2
Richard Sands,5
Robert Sands,4
Dieter Schnabel,
Christiane Schoeller,
Jeffrey Talpins,3
Timur Turlov,3
Sandro Veronesi & family,3
Wang Chou-hsiong,4
Wang Minwen,
Weng Xianding,
Michael Xie,4
Yuan Fugen & family,
Zhao Fenggang,
Zhou Zongwen & family,
S. Daniel Abraham,1
Isak Andic & family,
Roberto Angelini Rossi,3
Masaaki Arai,
George Argyros & family,3
Pavel Baudis,
Anne Beaufour,
Henri Beaufour,
Brett Blundy,
J. Hyatt Brown,3
Dai Wenjun,
Sol Daurella,
John de Mol,
Dou Zhenggang,
Glenn Dubin,3
John Elkann,3
Ibrahim Erdemoglu,
Andy Fang,3
Fang Hongbo,
Kenneth Feld & family,3
Walter Frey,3
Yasuhiro Fukushima,3
Dennis Gillings,
Sam Goi,
Bahaa Hariri,3
Ilona Herlin,
Jeffery Hildebrand,3
J. Tomilson Hill,4
Orion Hindawi,2
Reid Hoffman,4
Hou Juncheng,
W. Herbert Hunt,
George Joseph,3
Ke Yunfeng & family,
Sergei Kolesnikov,4
Thomas Lee,3
Peter Leibinger,
Regine Leibinger,
Nicola Leibinger-Kammueller,
Solomon Lew,
Li Yong,
Liu Yachao,
Jeffrey Lorberbaum,3
Jed McCaleb,
Craig McCaw,3
Miao Yongjun,
Robert Miller,3
Charles Munger,5
David Nahmad,
Jonathan Nelson,3
Pierre Karl Péladeau,
Kevin Plank,4
Alberto Prada,
Marina Prada,
Mahendra Prasad,
Jennifer Pritzker,3
Linda Pritzker,
"Joe Rogers, Jr.",
Igor Rybakov,4
Sathien Setthasit,
Mikhail Shelkov,4
Shen Xiqiang & family,
Thaksin Shinawatra,4
Martua Sitorus,
Sylvia Stroeher,
Alexander Svetakov,3
Stanley Tang,3
Tang Xiuguo,3
Alain Taravella,
Wichai Thongtang,
Arvind Tiku,
Ha5i Ulukaya,
Georg von Opel,3
Wang Chaobin,
Wang Zhenghua,
Wei Ing-Chou,
Horst Wortmann,
Wu Junbao,
Wu Kai,5
Amy Wyss,3
Xue Xiangdong & family,3
Yan Zhi,4
William Young,3
Zhang Xuansong,
Noubar Afeyan,5
Aziz Akhannouch & family,4
Joao Alves de Queiroz Filho,3
Andrey Andreev,
Felix Baker,
Julian Baker,
Lee Bass,4
Andrey Blokh,
Josef Boquoi & family,
Nicola Bulgari,1
Chen Shiliang,
Chen Tei-fu,3
Chung Yong-jin,3
Thierry Cruanes,4
Benoit Dageville,3
Beda Diethelm,
James Dinan,4
Mark Dixon,
Bulent Eczacibasi,3
Fred Ehrsam,3
Francois Feuillet,
Robert Fisher,3
"William Foley, II.",
Gao Yi & family,
Gao Yu,3
Sanjiv Goenka,3
Surjit Kumar Gupta,
Yusuf Hamied,5
Shmuel Harlap,
Bill Haslam,3
Roberto Hernandez Ramirez,3
Huang Jiangji,
Stanley Hubbard,3
Arthur Irving,
Hamilton James,3
Jiang Zhaobai,
Ke Jinlong & family,
Ke Kangbao & family,
Michael Kim,4
Ipek Kirac,
Kurt Krieger,
Christopher Kwok,3
Edward Kwok,
Alexis Lê-Quôc,
Li Guangyu,4
Li Hongjing,
Li Jiaquan,
Li Min,
Lin Dingqiang & family,
Louise Lindh,
Yusaku Maezawa,
Anand Mahindra,3
Willy Michel,
Lachhman Das Mittal,3
Ermirio Pereira de Moraes,3
Maria Helena Moraes Scripilliti,1
Stefan Olsson,
Peng Yongdong,
Olivier Pomel,4
Larry Robbins,3
Brian Roberts,3
Christopher Rokos,3
S.D. Shibulal,
Evgeny (Eugene) Shvidler,
Frank Slootman,3
Sergio Stevanato,4
Kevin Systrom,3
Tan Lili,
David Teoh & family,
Patrizio Vinciarelli,5
Todd Wagner,3
Wan Long,
Wang Jian,
Wang Jilei,
Wang Junshi & family,
Wei Yin-Chun,
Wei Yin-Heng,
Stephen Winn,4
Gordon Wu,3
Yang Xuegang,
Yu Huijiao,
Zeng Kaitian,
Changpeng Zhao,
Zhu Xingliang,3
Zhu Yiwen & family,
Anita Zucker,3
Mohamed Al Fayed,
Leslie Alexander,3
Joachim Ante,
Roman Avdeev,3
Arun Bharat Ram,3
O. Francis Biondi,
John Bloor,
Vladimir Bogdanov,3
David Booth,3
Cai Mingtong,
Yvon Chouinard,
Jack Cockwell,
Kommer Damen,
D. Leopoldo Del Pino,
Jamie Dimon,4
Robert Duggan,2
Faruk Eczacibasi,
N. Murray Edwards,
Anthony Eisen,3
Ali Erdemoglu,
James France,3
Mario Gabelli,4
Reinold Geiger,4
Rolf Gerling,3
Ali Ghodsi,5
Carl Hansen,5
He Xinming family,
William Heinecke,
Brian Higgins,3
David Hindawi,
Drew Houston,3
Thomas James,4
Stephen Jarislowsky,3
Jin Huiming,
Willis Johnson,
Dmitry Kamenshchik,3
Ihor Kolomoyskyy,4
Marc Lasry,3
Lee Boo-jin,3
Lei Jufang,3
Wolfgang Leitner,
Li Rucheng,
Vincent Lo,3
Juan Lopez-Belmonte Lopez & family,
Lv Dalong,
Joao Roberto Marinho,
Jose Roberto Marinho,
Roberto Irineu Marinho,
Miao Shouliang,
Romano Minozzi,3
Nick Molnar,3
Oei Hong Leong,
Kazuo Okada,
John Oyler,3
Husnu Ozyegin,4
Tor Peterson,3
Jorge Pinheiro Koren de Lima,
Candido Pinheiro Koren de Lima Junior,
Pu Zhongjie & family,
Qin Long,
Alvaro Saieh Bendeck,
Glenn Sanford,
Leonard Schleifer,3
Shang Xiaobo & family,
Shi Wen-long,
Shi Yifeng,4
Sergei Studennikov,3
Sun Guangxin,4
Henry Swieca,4
Tan Yu Yeh,
Torbjorn Tornqvist,3
Martin Viessmann,2
Wang Lizhan,
Wei Lidong & family,3
Kanye West,2
Wu Bo,
Wu Kaiting,
Wu Xushun & family,
Xu Guozhong & family,
Yang Tingdong,
Zhang Xuexin & family,
Zhang Yubai,
Zhao Weiguo,
Chirayu Amin,3
Marc Andreessen,3
Vasily Anisimov,3
Sabrina Benetton,
Nicolas Berggruen,3
Alex Birkenstock,
Christian Birkenstock,
Henadiy Boholyubov,
Peter Buck,3
Saket Burman,3
Stewart Butterfield,4
Giuliana Caprotti,
Marina Caprotti,
R.G. Chandramogan,
Richard Chang,
Chao Teng-hsiung,
Chen Guoxiang & family,
Tony Chen,3
Chen Wenyuan & family,
Chen Xueling,
Cheng Xianfeng,
Daniel Chiu,
Ivan Chrenko,
Brunello Cucinelli & family,
Alexandra Daitch,
Henry Engelhardt,4
Philip Fayer,
David Feffer,4
Paul Foster,3
Bernd Freier,
Robert Friedland,3
Giammaria Giuliani,
G. Gnanalingam,4
Christopher Goldsbury,3
Said Gutseriev,3
Chang-Woo Han & family,
John Hancock,4
Patrick Hanrahan,3
Christoph Henkel,
Anurang Jain,4
Devendra Jain,3
Jia Tianjiang & family,
Eric Jing,
Chatchai Kaewbootta,
Sergei Katsiev,3
Kim Sang-yeol,3
Kagemasa Kozuki,3
Edward Lampert,3
Lee Joon-ho,5
Lee Seo-hyun,3
Jimmy John Liautaud,1
David Lichtenstein,
Bill Liu,
Lu Di,
Ma Xiuhui,
Sarah MacMillan,
Yves-Loic Martin,
Todd McKinnon,3
Shalom Meckenzie,1
Gary Michelson,5
Narendrakumar Parekh,
Jorge Perez,3
Markus Persson,
Nicholas Pritzker,3
Theodore Rachmat,3
Megdet Rahimkulov & family,3
Jerry Reinsdorf,3
Mochtar Riady & family,
Bianca Rinehart,
Ginia Rinehart,
Fernando Roig,
Sheryl Sandberg,4
Andres Santo Domingo,3
Ivan Savvidis,4
Shao Genhuo,5
Shao Qinxiang,
Rajju Shroff,3
Lucy Stitzer,
Djoko Susanto,
Peter Szulczewski,3
Vonnarat Tangkaravakoon,3
Ion Tiriac,
Robert Toennies,
Tung Ching Sai,
Pavel Tykac,4
Rufino Vigil Gonzalez,3
Wang Junmin,
Wang Yanqing & family,
Charlotte Colket Weber,3
Hope Welker,
Wu Ying,
Wu Yulan,
Xie Weitong,
Xu Xudong & family,
Yang Yunyun,
Ye Yanqiao,
Zeng Chaoyi,
Zhang Guiping & family,3
Faisal Bin Qassim Al Thani,
Patricia Angelini Rossi,
Lesley Bamberger,
William Boyd,
Bernhard Braun-Luedicke,
Eva Maria Braun-Luedicke,
Friederike Braun-Luedicke,
Amit Burman,4
Jean-Pierre Cayard,
Chen Kaichen,
Chen Qiongxiang,
Chen Xuehua,
Chen Yung-tai,3
Chen Zemin & family,
Ryan Cohen,
Norbert Dentressangle,
Mohammed Dewji,
Ding Lieming & family,5
Domenico Dolce,
Lisa Draexlmaier,
Alfredo Egydio Arruda Villela Filho,4
Daniel Feffer,4
Jorge Feffer,
Ruben Feffer,
Henrik Fisker,3
Miguel Fluxa Rossello,
Donald Foss,
Susumu Fujita,
Stefano Gabbana,3
Alexandre Grendene Bartelle,
Geeta Gupta-Fisker,5
Heikki Herlin,
Asok Kumar Hiranandani,
Niranjan Hiranandani,3
Ho Hung Anh,3
Huang Zhengcong,
"B. Wayne Hughes, Jr.",3
Jiang Yintai & family,
Michael Jordan,3
Ke Guihua,
Alexander Klyachin,3
William Koch,3
Sebastian Kulczyk,4
Robert Langer,3
Manuel Lao Hernandez,
Michael Lee-Chin,3
Li Li,3
Li Zhen & family,
Liang Yanfeng & family,
Jenny Lindén Urnes,
Liu Yingqi,
Catherine Lozick,
Gary Magness,2
Mao Lixiang & family,
David Mindus,4
Massimo Moratti,
Mario Moretti Polegato & family,
Ni Zugen,
Kentaro Ogawa,
Tomas Olivo Lopez,
Rubens Ometto Silveira Mello,3
Pan Gang,
Ajay Parekh,
David Paul,4
Nelson Peltz,2
Petro Poroshenko,3
G. Rajendran,
P.P. Reddy,
Francisco Jose Riberas Mera,
Juan Maria Riberas Mera,
Subhash Runwal,3
Deniz Sahenk,
Bhadresh Shah,3
Shen Hua & family,
Barry Silbert,
Leonid Simanovsky,3
Peter Sperling,3
Sun Weijie,3
Tang Jianfang,
Prachak Tangkaravakoon,
Clemens Toennies,
Tran Ba Duong & family,
Tseng Cheng,
Tung Ching Bor,
Shigefumi Wada,3
Wang Qinghua,
Wang Xuechao,
Wang Yiran,
Myron Wentz,
Ian Wood & family,
Wu Chaoqun,
Wu Yingming,
Xie Bingkun & family,
Xiu Laigui,
Yang Erzhu,3
Yang Lijuan,
Yao Kuizhang,
Yu Peidi,
David Zalik,2
Zhang Cheng Fei,
Zhang Keqiang,4
Zhang Shilong & family,
Zhang Xiaojuan,
Zhang Yuanlin,
Antti Aarnio-Wihuri,
Ha5i Akin & family,
"Herbert Allen, Jr. & family",3
Harindarpal Banga,
Ulrike Baro,
Alex Beard,4
Barbara Benetton,
Paolo Bulgari,
Ron Burkle,1
Ahmet Calik,
Steve Case,3
Safra Catz,5
Chen Baohua,3
Chen Xianbao & family,
Chen Xiaohui,4
Manas Chiaravanond,
Phongthep Chiaravanont,4
Prathip Chiravanond,
Alberto Cortina,5
Bharat Desai,3
Tim Draper,
John Farber,5
Gary Fegel,4
John Foley,3
Geng Diangen,4
Alan Gerry,0
Esther Grether,
Bill Gross,4
Sue Gross,3
Guo Ziwen,
Torstein Hagen,
Huang Wen Tsai,
Huang Wenbiao,
Huh Jae-myung,4
Ke Xiping & family,3
Kim Jun-ki,3
Seth Klarman,3
Pyotr Kondrashev,3
Raymond Kwok,4
Heikki Kyostila,
Arvind Lal,
Anthony Langley,
Christian Latouche,
Gary Lauder,4
James Leininger,3
Lin Zhijun,
Lin Zhixiong & family,
Vladimir Litvinenko,4
Liu Xiucai & family,
Lu Zongjun,
Duncan MacMillan,
Youssef Mansour,4
George Marcus,3
Strive Masiyiwa,3
Billy Joe (Red) McCombs,2
Lorinc Meszaros,
Jerry Moyes,
Marius Nacht,3
Ezra Nahmad,
Niti Osathanugrah,
Alberto Palatchi,
Sushilkumar Parekh,
Lirio Parisotto,
Mark Pincus,4
Michael Polsky,4
P.V.Krishna Reddy,
Prathap Reddy,
Satish Reddy,3
Ren Jinsheng & family,4
Helena Revoredo,3
Matthew Roszak,3
Vinod Saraf,4
Fayez Sarofim,4
Steven Schuurman,
Basudeo Singh,4
Ryan Smith,3
Peter Sondakh,
Sun Qinghuan,
Sun Yonghui,
Luc Tack,
Fernando Trajano,
August Troendle,5
Kenny Troutt,3
John Van Lieshout,1
Radha Vembu,3
Wang Huiwen,3
Wang Wenbiao,
Wang Yaohai,
Wang Zelong,
Wang Zhentao & family,
Wen Yilong,
Thomas Wu,3
Wu Zhenxing,
Xiang Guangming & family,
Xu Gang,
Xu Wanmao,
Jane Yan & family,3
Ye Cheng,
Yi Dasheng,
Yu Rong,
Yuan Zhimin & family,4
Zeng Chaolin,
Zhong Sheng Jian,
Zhou Jian,
Zhu Yiming,
Zhuang Kuilong & family,
Anu Aga,3
Farkhad Akhmedov,
Alberto Alcocer,5
Alexandra Andresen,
Katharina Andresen,
Mori Arkin,3
Clifford Asness,5
Nigel Austin,
Ziv Aviram,
Louis Bacon,4
Samuel Barata,
Angela Bennett,
Maurizio Billi,
Zadik Bino & family,1
Anna Maria Braun,
Johanna Braun,
Karl Friedrich Braun,
Cai Hao & family,
Binod Chaudhary,
Chen Liying,
Chen Qixing,
Chen Zhuolin,
Fernando Chico Pardo,4
Jean-Paul Clozel,
Jim Crane,3
Ana Lucia de Mattos Barretto Villela,
Darwin Deason,1
Sefik Yilmaz Dizdar,
James Duff,
Thomas Duff,3
Keith Dunleavy & family,3
Fang Zhancheng,
Lloyd Frink,3
Gao Yunfeng,4
Jayme Garfinkel,4
Balkrishan Goenka,
Jitse Groen,3
Mimi Haas,3
Richard Hayne,3
He Ningning,
He Yamin & family,
Timothy Headington,3
Christian Herz,
Michaela Herz,
Daniel Hirschfeld,
Francis Holder,
Hu Chengzhong,
Hu Gengxi & family,
Huang Hongyun & family,4
Huang Jian,
Huang Weibin,
Huang Xiaofen & family,
Archie Hwang,3
Jay-Z,
Johan Johannson,
Scott Kapnick,5
Sidney Kimmel,2
Christine Knauf,
Karl Knauf,
Andrei Kosogov,3
Guilherme Peirao Leal,3
Theodore Leonsis,
Li Denghai,
Liang Qin & family,
Liang Yaoming,
Liu Hua,
Liu Xuejing & family,
Anatoly Lomakin,3
Lu Rongfu,
Antonio Marcegaglia,3
Emma Marcegaglia,3
Ilson Mateus,
Terence (Terry) Matthews,5
Trevor Milton,2
Nirmal Minda,
Robert Mouawad,
Judith Neilson,
Kerr Neilson,3
Vadim Novinsky,3
John Ocampo,3
Jonathan Oringer,4
Andreas Pohl,
"Reinfried Pohl, Jr.",
Qi Jinxing,
Qian Jinghong,
Vito Rodriguez Rodriguez,
Oliver Samwer,3
Martin Selig,3
Airat Shaimiev,3
Amnon Shashua,
Nobutoshi Shimamura,
Michael Spencer,3
Edward Stack,3
Thomas Steyer,4
Tan Ruiqing,
Itaru Tanimura,
Sukanto Tanoto,
Alexander Tedja,
Jim Thompson,3
Jonathan Tisch,
Wilma Tisch,3
Gisele Trajano,
Jayshree Ullal,3
Vardis Vardinoyannis & family,
Sunny Varkey,
Wang Jianfeng & family,
Wang Junjin,
Wang Mingwang,4
Wang Xiaoshen,
Werner O. Weber,
Drorit Wertheim,
"Alfred West, Jr.",3
Wu Po Sum,
Xie Ketao,
Swift Xie,
Yu Guo,
"Richard Yuengling, Jr.",2
Clayton Zekelman,
Zheng Hong & family,
Shusheng Zheng,5
Zhuo Jun,
Inigo Zobel,
Sanjay Agarwal,3
Hamad bin Jassim bin Jaber Al Thani,
Nerio Alessandri,
Mika Anttonen,
Ryuji Arai,
Mehmet Aydinlar,
Achal Bakeri,4
Elena Baturina,3
Othman Benjelloun & family,3
Oleg Boyko,4
Ludwig Theodor Braun,
Ana Maria Brescia Cafferata,
Chris Britt,3
Rafal Brzoska,
Chuck Bundrant,2
Pradip Burman,3
Cao Xiaochun,
Chang Pyung-soon,3
Jeffrey Cheah,3
Vivien Chen,
Cheng Lili,
Cho Jung-ho,4
Cho Jyh-jer,
Chu Jian,
Eduard Chukhlebov,
Turgay Ciner,3
Tim Cook,4
Richard Desmond,
Du Shuanghua,
Egon Durban,3
Eduardo Eurnekian,
Fan Minhua,
Feng Chenhui,4
Feng Yi,
John Goff,3
Kenneth Hao,
Ayman Hariri,3
Michael Heine,
Eduardo Hochschild,3
Huang Dawen,
Huang Shan,
Jiang Ganjun,
Conni Jonsson,
Zbigniew Juroszek & family,
André Kasprzak,
Anna Kasprzak,
Peter Kelly,
Kim Nam-jung,3
Hemendra Kothari,3
Michael Krasny,3
Igor Kudryashkin,5
Bernard Lewis & family,
Li Tan,3
Liang Guangwei,
Liang Jiankun & family,
Liu Jilu & family,
Mangal Prabhat Lodha,
Brandt Louie,
Lu Hongyan,
Zhaoxi Lu,
Ma Renhe,
Deepak Mehta,3
Ulrike Meister,
Lidiya Mikhailova & family,
Alan Miller & family,
Martin Moller Nielsen,
Greg Mondre,
Yoshiko Mori,
Bob Muglia,3
George Alexander Muthoot,3
George Jacob Muthoot,3
George Thomas Muthoot,
Ranjan Pai,
Antonio Percassi,
Stefan Pierer,3
Qiu Minxiu,
Lily Safra,
Nobutada Saji,4
Thomas Sandell,4
Penny Sanford,
Ilya Scherbovich,4
Gerald Schwartz,4
Anatoly Sedykh,3
Radik Shaimiev,3
Shao Xiaofeng,
Shi Xu,
Shin Chang-jae,5
Ron Sim,
Jasminder Singh & family,
Jared Smith,3
Terry Snow,
Petter Stordalen & family,
Dirk Stroeer,
Satoshi Suzuki,
Tang Zhuang,3
Joop van den Ende,
Masaru Wasami,
Wei Shaojun,
Farris Wilks,1
Whitney Wolfe Herd,3
Wu Yonghua,
Xia Shudong,5
Xiong Jun & family,
Xu Guangfu & family,
Yang Keng,3
Luis Enrique Yarur Rey,4
Ye Qiongjiu,
Yeh Kuo-I,
Yu Bangping & family,
Yu Jinkun & family,
Patrick Zalupski,3
Zhang Gongyun,
Zhou Chengjian,4
Zhou Xiayun & family,
Zhu Tao,5
Aras Agalarov,3
Syed Mokhtar AlBukhary,0
Anant Asavabhokin,
Thomas Bailey,3
Shay Banon,
Sachin Bansal,3
Christian Bertermann,3
Cao Kejian,
Edouard Carmignac,
Chen Gang,
Chen Tianqiao,3
Henry Cheng,3
Cheng Wei,
Chey Ki-won,
Chua Thian Poh,
Ronald Clarke,3
Sandor Csanyi,
Diego Della Valle,
Deng Hui & family,5
Carl DeSantis,
Mathias Doepfner,
Aydin Dogan,
Marek Dospiva,
Wesley Edens,3
Wolfgang Egger,
Gabriel Escarrer,
Fan Zhaoxia & family,
Clement Fayat & family,
Gleb Fetisov,5
Benedicte Find,
J. Christopher Flowers,3
Dan Gertler,1
Premchand Godha,3
Lance Gokongwei,3
Lawrence Golub,4
Ryan Graves,3
Mehmet Nazif Gunal,
Stelios Haji-Ioannou,4
Alfredo Harp Helu & family,
Jaroslav Hascak,
Hong Seok-joh,4
Hu Xiaojun & family,
Huang Shanbing & family,
Huang Yimeng,
Jonas Kamprad,
Mathias Kamprad,
Peter Kamprad,
Eugene Kaspersky,3
Kim Dae-il,
Kim Jung-woong,3
Kazutoshi Kobayashi,
Masanori Kobayashi,
Takao Kobayashi,
Hakan Koc,3
Andrei Komarov,3
Koo Bon-joon,3
Koo Bon-neung,3
Koo Bon-sik,4
Kwek Leng Peck,
Joe Lacob,4
Guy Laliberté,
Lee Jay-hyun,3
Li Fengluan,
Lin Jie & family,
Liu Baolin,
Liu Gexin & family,5
Lou Guoqiang,
Lu Shenglin,
Lu Zhilin,
Frederic Luddy,2
Lun Ruixiang & family,
Alexander Lutsenko & family,
Bill Malhotra,3
Jorge Mas,4
Muneaki Masuda,3
Andrei Molchanov,4
Ulrich Mommert & family,
Taichiro Motoe,
Mou Jinxiang,
Udo Mueller,
Nguyen Dang Quang,
Simon Nixon,2
Liora Ofer,
Roberto Ongpin,4
Eren Ozmen,4
Fatih Ozmen,
Chamath Palihapitiya,3
Murdaya Poo,
G.V. Prasad,3
Michael Price,3
Qin Qingping & family,
Qiu Dongxu,
Rao Wei & family,5
Andrei Rappoport,3
Dani Reiss,3
Ren Zhengfei,
Duke Reyes,
Boris Rotenberg,3
Chris Sacca,3
Alexander Samwer,4
Marc Samwer,4
Hajime Satomi,
James Scapa,3
Albert Shigaboutdinov,3
Kavita Singhania,
Ronald Slabke,
